state	county	policies	insurance	premium
MISSOURI	WEBSTER COUNTY	22	4791600	17891
MISSOURI	WRIGHT COUNTY	14	1175500	11755
MISSOURI	ATCHISON COUNTY	45	4472000	37966
MISSOURI	BARTON COUNTY	40	10280200	26048
MISSOURI	OSAGE COUNTY	113	8811800	71021
MISSOURI	ADAIR COUNTY	11	3048600	6500
MISSOURI	CALDWELL COUNTY	2	333000	724
MISSOURI	CARTER COUNTY	60	7867000	57410
MISSOURI	INDEPENDENT CITY	321	94773000	517971
MISSOURI	BARRY COUNTY	46	6935400	61644
MISSOURI	ST. LOUIS COUNTY	3986	1032889900	6026351
MISSOURI	ANDREW COUNTY	43	5639400	29450
MISSOURI	AUDRAIN COUNTY	53	6592200	47237
MISSOURI	BATES COUNTY	9	1683300	11370
MISSOURI	BOLLINGER COUNTY	54	6242800	59793
MISSOURI	CALLAWAY COUNTY	166	28139600	241244
MISSOURI	CAPE GIRARDEAU COUNTY	201	41573300	177342
MISSOURI	CASS	133	33975000	76132
MISSOURI	CHARITON COUNTY	40	3361100	24727
MISSOURI	COLE COUNTY	102	15736600	77614
MISSOURI	COOPER COUNTY	6	1470000	3753
MISSOURI	DENT COUNTY	9	682300	4882
MISSOURI	DUNKLIN COUNTY	452	47594800	217476
MISSOURI	GASCONADE COUNTY	99	9727400	85716
MISSOURI	GENTRY COUNTY	3	410000	2156
MISSOURI	HOLT COUNTY	213	24931600	141403
MISSOURI	HOWELL COUNTY	113	22342100	147128
MISSOURI	IRON COUNTY	78	5394500	61695
MISSOURI	LACLEDE COUNTY	42	7337000	27200
MISSOURI	MARIES COUNTY	24	4791500	25166
MISSOURI	MCDONALD COUNTY	132	19465600	167425
MISSOURI	MONITEAU COUNTY	14	1724600	11454
MISSOURI	NEW MADRID COUNTY	1006	126268200	498458
MISSOURI	NODAWAY COUNTY	11	2142700	13410
MISSOURI	OREGON COUNTY	12	1906200	12591
MISSOURI	OZARK COUNTY	6	1107400	6675
MISSOURI	PEMISCOT COUNTY	564	76144000	206362
MISSOURI	PETTIS COUNTY	36	4662200	29825
MISSOURI	PHELPS COUNTY	147	22137500	111569
MISSOURI	PLATTE COUNTY	175	46097000	169858
MISSOURI	RALLS COUNTY	27	3512400	19821
MISSOURI	RAY COUNTY	135	17645500	116400
MISSOURI	REYNOLDS COUNTY	93	8464300	97254
MISSOURI	SHANNON COUNTY	14	2637400	10210
MISSOURI	ST. CHARLES COUNTY	1686	362583800	1671261
MISSOURI	ST. FRANCOIS COUNTY	98	15838400	67702
MISSOURI	STE. GENEVIEVE COUNTY	110	18235300	81520
MISSOURI	STODDARD COUNTY	314	34286300	268128
MISSOURI	TANEY COUNTY	526	93192500	403746
MISSOURI	TEXAS COUNTY	16	2669800	19547
MISSOURI	VERNON COUNTY	11	2519000	5274
MONTANA	JEFFERSON COUNTY	28	4966200	30198
MONTANA	MADISON COUNTY	44	13482200	23997
MONTANA	LINCOLN COUNTY	95	23272700	97960
MONTANA	PHILLIPS COUNTY	20	2122700	14138
MONTANA	LAKE COUNTY	62	17150400	39259
MONTANA	GARFIELD COUNTY	14	549000	7757
MONTANA	MINERAL COUNTY	25	5623600	20707
MONTANA	PARK COUNTY	118	27168200	101677
MONTANA	LIBERTY COUNTY	14	1847000	21046
MONTANA	DAWSON COUNTY	19	3464500	15196
MONTANA	BLAINE COUNTY	56	4871800	39415
MONTANA	CUSTER COUNTY	1121	169604500	624937
MONTANA	TETON COUNTY	25	4689300	16756
MONTANA	VALLEY COUNTY	69	6949200	64033
MONTANA	GALLATIN COUNTY	342	82423700	227750
MONTANA	RICHLAND COUNTY	22	8013900	30654
MONTANA	POWELL COUNTY	24	3183100	11945
MONTANA	BEAVERHEAD COUNTY	35	7004000	35415
MONTANA	BIG HORN COUNTY	12	2679300	11055
MONTANA	BROADWATER COUNTY	5	1285000	1969
MONTANA	CARBON COUNTY	106	23152000	95634
MONTANA	CASCADE COUNTY	440	97109200	348274
MONTANA	CHOUTEAU COUNTY	8	2520000	3073
MONTANA	DEER LODGE COUNTY	9	1142400	5839
MONTANA	FALLON COUNTY	6	1212700	9496
MONTANA	FERGUS COUNTY	44	10121900	26996
MONTANA	FLATHEAD COUNTY	780	172981100	465792
MONTANA	GLACIER COUNTY	14	2001900	32215
MONTANA	GOLDEN VALLEY COUNTY	2	345000	732
MONTANA	GRANITE COUNTY	24	5558600	15943
MONTANA	HILL COUNTY	12	3459600	10470
MONTANA	LEWIS & CLARK COUNTY	241	52244000	176224
MONTANA	MEAGHER COUNTY	15	4673300	11174
MONTANA	MISSOULA COUNTY	322	77453800	244928
MONTANA	MUSSELSHELL COUNTY	33	3399400	20523
MONTANA	PONDERA COUNTY	7	1262000	5075
MONTANA	POWDER RIVER COUNTY	17	2574600	27797
MONTANA	RAVALLI COUNTY	172	44388500	119297
MONTANA	ROOSEVELT COUNTY	13	1138200	9217
MONTANA	ROSEBUD COUNTY	12	2338600	9013
MONTANA	SANDERS COUNTY	46	8434200	36158
MONTANA	SILVER BOW COUNTY	30	7887000	19295
MONTANA	STILLWATER COUNTY	70	16533100	49497
MONTANA	SWEET GRASS COUNTY	23	6738600	27267
MONTANA	TREASURE COUNTY	2	47000	806
MONTANA	WHEATLAND COUNTY	11	933600	6589
MONTANA	WIBAUX COUNTY	8	648600	5463
MONTANA	YELLOWSTONE COUNTY	368	90000400	211596
NEBRASKA	BUTLER COUNTY	38	3099800	29407
NEBRASKA	CLAY COUNTY	21	7631100	81729
NEBRASKA	FRANKLIN COUNTY	5	721700	3889
NEBRASKA	JEFFERSON COUNTY	7	1988400	9551
NEBRASKA	MADISON COUNTY	135	22749100	170248
NEBRASKA	WASHINGTON COUNTY	112	21303400	120018
NEBRASKA	BOONE COUNTY	18	1301700	15928
NEBRASKA	HOWARD COUNTY	53	6744800	54839
NEBRASKA	JOHNSON COUNTY	21	2775300	36693
NEBRASKA	LINCOLN COUNTY	310	56986800	266126
NEBRASKA	POLK COUNTY	53	4634500	45135
NEBRASKA	SALINE COUNTY	236	19074200	222838
NEBRASKA	ADAMS COUNTY	35	7829800	36854
NEBRASKA	DOUGLAS COUNTY	1514	341897000	1733144
NEBRASKA	GARFIELD COUNTY	3	261400	1456
NEBRASKA	HAMILTON COUNTY	23	3188900	21526
NEBRASKA	DAWSON COUNTY	217	42570100	141553
NEBRASKA	DODGE COUNTY	1205	182079700	1039159
NEBRASKA	HALL COUNTY	242	36197000	255046
NEBRASKA	PIERCE COUNTY	23	2611400	17179
NEBRASKA	WAYNE COUNTY	4	2850000	3500
NEBRASKA	WHEELER COUNTY	2	222500	979
NEBRASKA	BLAINE COUNTY	2	85000	1244
NEBRASKA	CUSTER COUNTY	62	4272500	42702
NEBRASKA	VALLEY COUNTY	6	553900	5160
NEBRASKA	CASS COUNTY	537	110237600	493740
NEBRASKA	KNOX COUNTY	67	10856800	40068
NEBRASKA	CEDAR COUNTY	41	3345300	44737
NEBRASKA	WEBSTER COUNTY	10	1614000	18521
NEBRASKA	CHASE COUNTY	3	525000	968
NEBRASKA	CHEYENNE COUNTY	21	2064500	17462
NEBRASKA	NEMAHA COUNTY	8	2288500	28902
NEBRASKA	PAWNEE COUNTY	7	156000	2802
NEBRASKA	SEWARD COUNTY	24	3190900	18744
NEBRASKA	SHERIDAN COUNTY	7	966700	6501
NEBRASKA	SHERMAN COUNTY	3	272300	2754
NEBRASKA	BOYD COUNTY	11	994000	8590
NEBRASKA	HARLAN COUNTY	6	774500	3948
NEBRASKA	YORK COUNTY	62	7113500	51649
NEBRASKA	DAKOTA COUNTY	72	20853300	73316
NEBRASKA	FILLMORE COUNTY	7	1474100	4567
NEBRASKA	ROCK COUNTY	1	105000	288
NEBRASKA	HOLT COUNTY	14	2209700	12127
NEBRASKA	PHELPS COUNTY	12	1495000	13700
NEBRASKA	PLATTE COUNTY	154	37966800	98562
NEBRASKA	ANTELOPE COUNTY	15	1958700	11336
NEBRASKA	BOX BUTTE COUNTY	5	973300	5198
NEBRASKA	BUFFALO COUNTY	189	43094000	144144
NEBRASKA	BURT COUNTY	24	3697100	17310
NEBRASKA	COLFAX COUNTY	489	46105800	241727
NEBRASKA	CUMING COUNTY	53	7906100	65195
NEBRASKA	DAWES COUNTY	6	807000	4567
NEBRASKA	DEUEL COUNTY	8	823100	11339
NEBRASKA	DIXON COUNTY	6	749000	3134
NEBRASKA	DUNDY COUNTY	9	701700	8342
NEBRASKA	FURNAS COUNTY	8	1096400	4772
NEBRASKA	GAGE COUNTY	97	20987700	85251
NEBRASKA	GARDEN COUNTY	14	1587800	12460
NEBRASKA	GOSPER COUNTY	5	692300	8078
NEBRASKA	HAYES COUNTY	2	23100	561
NEBRASKA	HITCHCOCK COUNTY	4	1021500	3531
NEBRASKA	KEARNEY COUNTY	31	4234500	41299
NEBRASKA	KEITH COUNTY	36	10625000	67738
NEBRASKA	LANCASTER COUNTY	1654	350220800	1789205
NEBRASKA	MERRICK COUNTY	88	12734100	65814
NEBRASKA	MORRILL COUNTY	9	3300000	9544
NEBRASKA	NANCE COUNTY	7	1423500	6048
NEBRASKA	NUCKOLLS COUNTY	4	277400	1723
NEBRASKA	OTOE COUNTY	43	6956700	65888
NEBRASKA	PERKINS COUNTY	3	567000	836
NEBRASKA	RED WILLOW COUNTY	19	4892400	14460
NEBRASKA	RICHARDSON COUNTY	16	1838200	16940
NEBRASKA	SARPY COUNTY	849	207160900	769587
NEBRASKA	SAUNDERS COUNTY	413	91416300	251280
NEBRASKA	SCOTTS BLUFF COUNTY	225	38840200	286176
NEBRASKA	STANTON COUNTY	34	8473800	25324
NEBRASKA	THAYER COUNTY	54	5893500	46653
NEBRASKA	THURSTON COUNTY	3	892000	2013
NEVADA	CLARK COUNTY	2937	856129500	1548218
NEVADA	LINCOLN COUNTY	113	21038100	63427
NEVADA	HUMBOLDT COUNTY	20	3501000	10790
NEVADA	DOUGLAS COUNTY	1148	318515000	777193
NEVADA	MINERAL COUNTY	182	25891300	108028
NEVADA	LYON COUNTY	653	165389500	397179
NEVADA	INDEPENDENT CITY	484	137276400	308772
NEVADA	CHURCHILL COUNTY	713	196325900	429393
NEVADA	ELKO COUNTY	96	21241100	131458
NEVADA	EUREKA COUNTY	11	2472300	14483
NEVADA	LANDER COUNTY	138	22670000	159678
NEVADA	NYE COUNTY	3077	673521200	1283249
NEVADA	PERSHING COUNTY	6	1650000	3701
NEVADA	STOREY COUNTY	215	41198700	106964
NEVADA	WASHOE COUNTY	2613	750375900	2896515
NEVADA	WHITE PINE COUNTY	138	20467700	124757
NEW HAMPSHIRE	CARROLL COUNTY	430	99612300	480572
NEW HAMPSHIRE	HILLSBOROUGH COUNTY	1200	294913300	1260847
NEW HAMPSHIRE	SULLIVAN COUNTY	166	40021000	257482
NEW HAMPSHIRE	BELKNAP COUNTY	279	59690100	361888
NEW HAMPSHIRE	CHESHIRE COUNTY	502	112103000	812985
NEW HAMPSHIRE	COOS COUNTY	172	30633300	161571
NEW HAMPSHIRE	GRAFTON COUNTY	878	180150100	841355
NEW HAMPSHIRE	MERRIMACK COUNTY	514	125864300	593648
NEW HAMPSHIRE	ROCKINGHAM COUNTY	3894	822893900	3596782
NEW HAMPSHIRE	STRAFFORD COUNTY	319	76230100	344287
NEW JERSEY	UNION COUNTY	5143	1350360400	8564175
NEW JERSEY	MIDDLESEX COUNTY	4069	1145718900	5126871
NEW JERSEY	SUSSEX COUNTY	351	97633900	360645
NEW JERSEY	CAMDEN COUNTY	1969	452761700	2552687
NEW JERSEY	WARREN COUNTY	607	150844700	969234
NEW JERSEY	CUMBERLAND COUNTY	608	138097400	641170
NEW JERSEY	MERCER COUNTY	2182	590834200	2831128
NEW JERSEY	MORRIS COUNTY	4086	1113694500	7141345
NEW JERSEY	SOMERSET COUNTY	2503	673250800	3738891
NEW JERSEY	ESSEX COUNTY	4288	1185874100	7315704
NEW JERSEY	ATLANTIC COUNTY	29397	6590983500	25648013
NEW JERSEY	BERGEN COUNTY	14336	3737061300	21462889
NEW JERSEY	BURLINGTON COUNTY	3336	786459900	4192066
NEW JERSEY	CAPE MAY COUNTY	54342	12604128200	39294850
NEW JERSEY	GLOUCESTER COUNTY	1155	269749400	1371829
NEW JERSEY	HUDSON COUNTY	20384	4808960200	15102409
NEW JERSEY	HUNTERDON COUNTY	985	266338800	1544274
NEW JERSEY	MONMOUTH COUNTY	21936	5872892500	19096625
NEW JERSEY	OCEAN COUNTY	51102	13369563500	49587361
NEW JERSEY	PASSAIC COUNTY	3910	929913700	7084350
NEW JERSEY	SALEM COUNTY	1955	377695200	2409336
NEW MEXICO	GRANT COUNTY	94	18586700	78796
NEW MEXICO	LINCOLN COUNTY	259	58204600	144462
NEW MEXICO	UNION COUNTY	1	350000	373
NEW MEXICO	SIERRA COUNTY	73	12328500	67348
NEW MEXICO	OTERO COUNTY	1564	295601100	896832
NEW MEXICO	SAN JUAN COUNTY	249	73339600	192482
NEW MEXICO	SAN MIGUEL COUNTY	129	24961800	137449
NEW MEXICO	ROOSEVELT COUNTY	441	61353700	270339
NEW MEXICO	COLFAX COUNTY	22	4527900	28967
NEW MEXICO	BERNALILLO COUNTY	2028	478114900	1365685
NEW MEXICO	CATRON COUNTY	12	663800	7560
NEW MEXICO	CHAVES COUNTY	323	58541600	253987
NEW MEXICO	CIBOLA COUNTY	95	12620200	91629
NEW MEXICO	CURRY COUNTY	348	66859100	379574
NEW MEXICO	DONA ANA COUNTY	1554	364312900	1279999
NEW MEXICO	EDDY COUNTY	423	79284200	458784
NEW MEXICO	HIDALGO COUNTY	4	199200	1353
NEW MEXICO	LEA COUNTY	968	173774200	571002
NEW MEXICO	LOS ALAMOS COUNTY	35	11288600	15688
NEW MEXICO	LUNA COUNTY	23	5688000	13623
NEW MEXICO	MCKINLEY COUNTY	74	17434100	80852
NEW MEXICO	MORA COUNTY	4	407600	1503
NEW MEXICO	QUAY COUNTY	5	990400	2699
NEW MEXICO	RIO ARRIBA COUNTY	185	42045800	163440
NEW MEXICO	SANDOVAL COUNTY	544	97726800	539934
NEW MEXICO	SANTA FE COUNTY	425	127294700	366971
NEW MEXICO	SOCORRO COUNTY	215	46144100	231489
NEW MEXICO	TAOS COUNTY	217	52764900	197777
NEW MEXICO	TORRANCE COUNTY	119	16151000	138769
NEW MEXICO	VALENCIA COUNTY	2846	543637400	2808633
NEW YORK	FRANKLIN COUNTY	113	19728300	90520
NEW YORK	GREENE COUNTY	536	117723800	695397
NEW YORK	JEFFERSON COUNTY	397	74785400	387742
NEW YORK	MADISON COUNTY	555	85627200	660735
NEW YORK	MONROE COUNTY	1827	350011700	1970605
NEW YORK	MONTGOMERY COUNTY	244	45966800	413026
NEW YORK	WASHINGTON COUNTY	165	31457600	164651
NEW YORK	COLUMBIA COUNTY	282	71121200	367874
NEW YORK	FULTON COUNTY	120	22597000	163241
NEW YORK	ORANGE COUNTY	1895	471406100	1978169
NEW YORK	HAMILTON COUNTY	67	14896300	77064
NEW YORK	NASSAU COUNTY	48383	14138973000	55788633
NEW YORK	PUTNAM COUNTY	306	89190800	325808
NEW YORK	WARREN COUNTY	220	51779700	207182
NEW YORK	WAYNE COUNTY	231	42473900	230973
NEW YORK	LEWIS COUNTY	77	13532300	88862
NEW YORK	ONEIDA COUNTY	683	127050000	694192
NEW YORK	CLINTON COUNTY	253	52917600	233075
NEW YORK	LIVINGSTON COUNTY	317	50055000	278363
NEW YORK	SCHUYLER COUNTY	67	13947400	61242
NEW YORK	DELAWARE COUNTY	958	175056700	1055370
NEW YORK	STEUBEN COUNTY	833	137630800	830419
NEW YORK	SULLIVAN COUNTY	616	141978200	642416
NEW YORK	CHAUTAUQUA COUNTY	683	116076600	604633
NEW YORK	ALLEGANY COUNTY	380	37825800	310824
NEW YORK	ESSEX COUNTY	237	55143500	226914
NEW YORK	SUFFOLK COUNTY	36407	10884977600	44997478
NEW YORK	GENESEE COUNTY	448	55075400	438550
NEW YORK	ALBANY COUNTY	883	206032300	1193250
NEW YORK	BRONX COUNTY	54513	15016121700	56719996
NEW YORK	BROOME COUNTY	2603	618262600	2332559
NEW YORK	CATTARAUGUS COUNTY	664	103523500	737960
NEW YORK	CATTARAVUS COUNTY	8	769900	5746
NEW YORK	CAYUGA COUNTY	469	75298900	473025
NEW YORK	CHEMUNG COUNTY	623	114033600	607622
NEW YORK	CHENANGO COUNTY	618	92691200	593519
NEW YORK	CORTLAND COUNTY	472	62785200	488590
NEW YORK	DUTCHESS COUNTY	1581	437634200	1673223
NEW YORK	ERIE COUNTY	2530	495681800	2383413
NEW YORK	HERKIMER COUNTY	552	76712800	526543
NEW YORK	NIAGARA COUNTY	749	125653500	674764
NEW YORK	ONONDAGA COUNTY	1922	387784000	1744836
NEW YORK	ONTARIO COUNTY	443	93067700	475509
NEW YORK	ORLEANS COUNTY	93	13795400	76118
NEW YORK	OSWEGO	1	175000	332
NEW YORK	OSWEGO COUNTY	402	68338900	338485
NEW YORK	OTSEGO COUNTY	529	102703200	476343
NEW YORK	RENSSELAER COUNTY	1016	182090200	1667931
NEW YORK	ROCKLAND COUNTY	1960	526544700	1872332
NEW YORK	SARATOGA COUNTY	812	160747700	1111627
NEW YORK	SCHENECTADY COUNTY	407	94457300	470476
NEW YORK	SCHOHARIE COUNTY	433	91709500	522176
NEW YORK	SENECA COUNTY	165	31914100	169966
NEW YORK	ST. LAWRENCE COUNTY	195	30117100	185575
NEW YORK	TIOGA COUNTY	989	166800900	1314449
NEW YORK	TOMPKINS COUNTY	407	100073300	467050
NEW YORK	ULSTER COUNTY	1321	321296000	1675056
NEW YORK	WESTCHESTER COUNTY	7308	2183257600	10103692
NEW YORK	WYOMING COUNTY	131	14352300	121590
NEW YORK	YATES COUNTY	281	53001200	353537
NORTH CAROLINA	CHEROKEE COUNTY	192	45708000	146850
NORTH CAROLINA	CLAY COUNTY	124	32054400	76294
NORTH CAROLINA	FRANKLIN COUNTY	75	17479800	38051
NORTH CAROLINA	GREENE COUNTY	103	20149900	61346
NORTH CAROLINA	JACKSON COUNTY	312	74773000	278882
NORTH CAROLINA	LEE COUNTY	112	29126200	102258
NORTH CAROLINA	MACON COUNTY	155	40461300	116898
NORTH CAROLINA	MADISON COUNTY	91	22817800	108835
NORTH CAROLINA	MONTGOMERY COUNTY	25	5993800	14027
NORTH CAROLINA	RANDOLPH COUNTY	101	19828500	73256
NORTH CAROLINA	WASHINGTON COUNTY	92	22477800	79980
NORTH CAROLINA	GRAHAM COUNTY	49	8421200	38679
NORTH CAROLINA	LINCOLN COUNTY	101	25884600	50464
NORTH CAROLINA	POLK COUNTY	71	18161200	51059
NORTH CAROLINA	UNION COUNTY	468	134994000	234016
NORTH CAROLINA	ORANGE COUNTY	191	54801500	106220
NORTH CAROLINA	MARTIN COUNTY	89	17051600	60636
NORTH CAROLINA	BURKE COUNTY	215	54531500	222295
NORTH CAROLINA	CAMDEN COUNTY	2299	474237000	1608151
NORTH CAROLINA	CHATHAM COUNTY	845	247039200	445717
NORTH CAROLINA	FORSYTH COUNTY	700	179188700	536967
NORTH CAROLINA	JONES COUNTY	139	34937000	82933
NORTH CAROLINA	MITCHELL COUNTY	29	7415400	31811
NORTH CAROLINA	RICHMOND COUNTY	71	12101600	59513
NORTH CAROLINA	WARREN COUNTY	31	9428700	14202
NORTH CAROLINA	WAYNE COUNTY	1071	222817600	1027533
NORTH CAROLINA	WILKES COUNTY	72	20673200	78538
NORTH CAROLINA	ALEXANDER COUNTY	30	8352000	31185
NORTH CAROLINA	CUMBERLAND COUNTY	1724	422444700	989382
NORTH CAROLINA	HENDERSON COUNTY	364	96855000	281321
NORTH CAROLINA	WILSON COUNTY	557	127322500	466834
NORTH CAROLINA	CALDWELL COUNTY	188	43055500	229390
NORTH CAROLINA	ROWAN COUNTY	211	53435300	174063
NORTH CAROLINA	ROCKINGHAM COUNTY	79	16846900	94780
NORTH CAROLINA	ALAMANCE COUNTY	357	83156300	342792
NORTH CAROLINA	ALLEGHANY COUNTY	18	3981300	13656
NORTH CAROLINA	ANSON COUNTY	6	1785000	2209
NORTH CAROLINA	ASHE COUNTY	173	41657000	162934
NORTH CAROLINA	AVERY COUNTY	245	60173000	177881
NORTH CAROLINA	BEAUFORT	161	33549100	84121
NORTH CAROLINA	BEAUFORT COUNTY	4197	806030900	3485419
NORTH CAROLINA	BERTIE COUNTY	226	38156500	160216
NORTH CAROLINA	BLADEN COUNTY	143	25551400	103203
NORTH CAROLINA	BRUNSWICK COUNTY	16828	4532594000	19237336
NORTH CAROLINA	BUNCOMBE COUNTY	1017	289368100	1287403
NORTH CAROLINA	CABARRUS COUNTY	472	129533100	274343
NORTH CAROLINA	CARTERET COUNTY	14191	3251982900	10519872
NORTH CAROLINA	CASWELL COUNTY	2	378000	530
NORTH CAROLINA	CATAWBA COUNTY	155	37638900	107075
NORTH CAROLINA	CHOWAN COUNTY	460	121289300	331928
NORTH CAROLINA	CLEVELAND COUNTY	57	13466200	50898
NORTH CAROLINA	COLUMBUS COUNTY	436	74360100	309600
NORTH CAROLINA	CRAVEN COUNTY	4458	1064653300	2856580
NORTH CAROLINA	CURRITUCK COUNTY	5087	1438126100	4745019
NORTH CAROLINA	DARE COUNTY	21220	5420002400	15955847
NORTH CAROLINA	DAVIDSON COUNTY	537	124926200	446541
NORTH CAROLINA	DAVIE COUNTY	146	41687000	76261
NORTH CAROLINA	DUPLIN COUNTY	374	93901700	204713
NORTH CAROLINA	DURHAM COUNTY	2010	460903800	1707964
NORTH CAROLINA	EDGECOMBE COUNTY	1551	334035500	1258942
NORTH CAROLINA	GASTON COUNTY	347	81113900	290221
NORTH CAROLINA	GATES COUNTY	75	18655500	75335
NORTH CAROLINA	GRANVILLE COUNTY	32	8742000	18537
NORTH CAROLINA	GUILFORD COUNTY	788	196681600	672082
NORTH CAROLINA	HALIFAX COUNTY	133	32553700	79616
NORTH CAROLINA	HARNETT COUNTY	381	90044900	203895
NORTH CAROLINA	HAYWOOD COUNTY	688	139574100	747384
NORTH CAROLINA	HERTFORD COUNTY	101	23268300	71200
NORTH CAROLINA	HOKE COUNTY	129	31684500	51150
NORTH CAROLINA	HYDE COUNTY	1289	248922600	1221685
NORTH CAROLINA	IREDELL COUNTY	199	58779600	101520
NORTH CAROLINA	JOHNSTON COUNTY	484	116911200	337271
NORTH CAROLINA	LENOIR COUNTY	591	118963600	529665
NORTH CAROLINA	MCDOWELL COUNTY	89	21776200	69365
NORTH CAROLINA	MECKLENBURG COUNTY	3477	882794100	2162987
NORTH CAROLINA	MOORE COUNTY	527	134668300	364125
NORTH CAROLINA	NASH COUNTY	164	42837800	98243
NORTH CAROLINA	NEW HANOVER COUNTY	14317	3689873900	11351310
NORTH CAROLINA	NORTHAMPTON COUNTY	62	10648500	27187
NORTH CAROLINA	ONSLOW COUNTY	6028	1457942600	6337973
NORTH CAROLINA	PAMLICO COUNTY	2010	477108300	1254193
NORTH CAROLINA	PASQUOTANK COUNTY	1247	284518100	717282
NORTH CAROLINA	PENDER COUNTY	2773	719558700	2642753
NORTH CAROLINA	PERQUIMANS COUNTY	723	180875800	389131
NORTH CAROLINA	PERSON COUNTY	27	7287100	22173
NORTH CAROLINA	PITT COUNTY	1788	405483300	1104479
NORTH CAROLINA	ROBESON  COUNTY	2	66600	1200
NORTH CAROLINA	ROBESON COUNTY	1230	185225300	859093
NORTH CAROLINA	RUTHERFORD COUNTY	124	32241600	108897
NORTH CAROLINA	SAMPSON COUNTY	103	23085700	74233
NORTH CAROLINA	SCOTLAND COUNTY	39	9994300	31788
NORTH CAROLINA	STANLY COUNTY	58	14744500	55594
NORTH CAROLINA	STOKES COUNTY	21	4843200	11410
NORTH CAROLINA	SURRY COUNTY	46	14848900	52525
NORTH CAROLINA	SWAIN COUNTY	98	21664600	121837
NORTH CAROLINA	TRANSYLVANIA COUNTY	261	69962200	190321
NORTH CAROLINA	TYRRELL COUNTY	566	89946800	599815
NORTH CAROLINA	VANCE COUNTY	27	6794100	13804
NORTH CAROLINA	WAKE COUNTY	2798	778390800	2287646
NORTH CAROLINA	WATAUGA COUNTY	560	134250300	459315
NORTH CAROLINA	YADKIN COUNTY	10	2401000	7266
NORTH CAROLINA	YANCEY COUNTY	118	27163400	111030
NORTH DAKOTA	GRANT COUNTY	2	50600	737
NORTH DAKOTA	LOGAN COUNTY	2	490000	731
NORTH DAKOTA	ADAMS COUNTY	1	140000	316
NORTH DAKOTA	BURKE COUNTY	2	204000	2469
NORTH DAKOTA	MCINTOSH COUNTY	1	350000	415
NORTH DAKOTA	PIERCE COUNTY	1	16000	260
NORTH DAKOTA	CASS COUNTY	4263	1266182400	2516255
NORTH DAKOTA	MCHENRY COUNTY	88	26043900	51416
NORTH DAKOTA	MCLEAN COUNTY	2	560000	776
NORTH DAKOTA	MERCER COUNTY	99	14512000	108154
NORTH DAKOTA	RICHLAND COUNTY	80	19571200	54238
NORTH DAKOTA	STARK COUNTY	105	21027400	144202
NORTH DAKOTA	SIOUX COUNTY	3	385000	920
NORTH DAKOTA	NELSON COUNTY	1	175000	332
NORTH DAKOTA	RAMSEY COUNTY	153	55263800	111951
NORTH DAKOTA	RENVILLE COUNTY	8	892200	4241
NORTH DAKOTA	STEELE COUNTY	1	70000	244
NORTH DAKOTA	GOLDEN VALLEY COUNTY	3	805000	5000
NORTH DAKOTA	EDDY COUNTY	1	210000	351
NORTH DAKOTA	BARNES COUNTY	233	37909200	279967
NORTH DAKOTA	BENSON COUNTY	37	11205000	19822
NORTH DAKOTA	BILLINGS COUNTY	15	3355700	16153
NORTH DAKOTA	BOTTINEAU COUNTY	10	1365300	7579
NORTH DAKOTA	BOWMAN COUNTY	4	701700	3693
NORTH DAKOTA	BURLEIGH COUNTY	851	245285400	610724
NORTH DAKOTA	CAVALIER COUNTY	2	207000	1802
NORTH DAKOTA	DICKEY COUNTY	2	87000	729
NORTH DAKOTA	DUNN COUNTY	6	1962500	6365
NORTH DAKOTA	EMMONS COUNTY	21	2960500	27211
NORTH DAKOTA	FOSTER COUNTY	5	1190000	1603
NORTH DAKOTA	GRAND FORKS COUNTY	717	184597400	517675
NORTH DAKOTA	GRIGGS COUNTY	5	1575000	1908
NORTH DAKOTA	HETTINGER COUNTY	1	2e+05	1531
NORTH DAKOTA	LA MOURE COUNTY	9	991600	4846
NORTH DAKOTA	MCKENZIE	5	1450000	4568
NORTH DAKOTA	MCKENZIE COUNTY	71	18873000	110957
NORTH DAKOTA	MORTON COUNTY	251	71969300	154681
NORTH DAKOTA	OLIVER COUNTY	6	657200	4785
NORTH DAKOTA	PEMBINA COUNTY	188	36129600	126465
NORTH DAKOTA	RANSOM	3	1050000	1157
NORTH DAKOTA	RANSOM COUNTY	79	11403700	74447
NORTH DAKOTA	ROLETTE COUNTY	8	2117000	5811
NORTH DAKOTA	SARGENT COUNTY	1	105000	288
NORTH DAKOTA	SLOPE COUNTY	1	350000	415
NORTH DAKOTA	STUTSMAN COUNTY	89	20832700	61343
NORTH DAKOTA	TOWNER COUNTY	4	1207200	2390
NORTH DAKOTA	TRAILL COUNTY	56	10387700	44113
NORTH DAKOTA	WALSH COUNTY	514	53436800	534642
NORTH DAKOTA	WARD COUNTY	2716	797152300	1344456
NORTH DAKOTA	WILLIAMS COUNTY	29	5944800	37468
OHIO	BUTLER COUNTY	1205	229533500	1155092
OHIO	FAYETTE COUNTY	68	8681000	57379
OHIO	FRANKLIN COUNTY	1204	206837400	1345753
OHIO	GREENE COUNTY	1175	196846100	1032311
OHIO	HENRY COUNTY	82	11030300	77780
OHIO	JACKSON COUNTY	121	18376300	101324
OHIO	JEFFERSON COUNTY	232	23304500	247358
OHIO	LAWRENCE COUNTY	540	100892500	419141
OHIO	MADISON COUNTY	64	11991700	46250
OHIO	MARION COUNTY	275	31802100	251262
