state	county	total_loss	closed_loss	open_loss	cwop_loss	total_pay
MISSISSIPPI	PERRY COUNTY	112	90	0	22	1060616.06
MISSISSIPPI	PIKE COUNTY	116	103	0	13	3537834.58
MISSISSIPPI	SCOTT COUNTY	17	15	1	1	291240.76
MISSISSIPPI	STONE COUNTY	16	11	0	5	115204.82
MISSISSIPPI	UNION COUNTY	18	14	0	4	456218.27
MISSISSIPPI	ADAMS COUNTY	162	118	0	44	1660671.09
MISSISSIPPI	HOLMES COUNTY	115	101	0	14	1169153.57
MISSISSIPPI	JASPER COUNTY	14	9	0	5	118007.21
MISSISSIPPI	JONES COUNTY	181	131	3	47	1029452.74
MISSISSIPPI	WAYNE COUNTY	37	31	0	6	439945.8
MISSISSIPPI	HANCOCK COUNTY	9639	8564	17	1058	737535540.42
MISSISSIPPI	WARREN COUNTY	2764	2415	3	346	30714395.87
MISSISSIPPI	HARRISON COUNTY	15081	12689	34	2358	1278905803.29
MISSISSIPPI	CHICKASAW COUNTY	2	2	0	0	8170.38
MISSISSIPPI	WEBSTER COUNTY	24	23	0	1	108563.11
MISSISSIPPI	SIMPSON COUNTY	238	212	0	26	2124265.63
MISSISSIPPI	ALCORN COUNTY	64	50	0	14	4184825.7
MISSISSIPPI	AMITE	2	2	0	0	15459.05
MISSISSIPPI	AMITE COUNTY	2	2	0	0	3416.26
MISSISSIPPI	ATTALA COUNTY	19	15	1	3	285898.5
MISSISSIPPI	BOLIVAR COUNTY	1296	1133	2	161	22396021.66
MISSISSIPPI	CLAIBORNE COUNTY	516	465	2	49	5245481.01
MISSISSIPPI	COAHOMA COUNTY	387	348	0	39	6911068.86
MISSISSIPPI	COPIAH COUNTY	39	30	0	9	171701.49
MISSISSIPPI	DE SOTO COUNTY	248	218	0	30	5440820.9
MISSISSIPPI	FORREST COUNTY	1740	1374	2	364	9668062.9
MISSISSIPPI	GEORGE COUNTY	60	44	0	16	398258.41
MISSISSIPPI	GRENADA COUNTY	308	254	1	53	3629644.41
MISSISSIPPI	HINDS COUNTY	4188	3419	10	759	58761645.55
MISSISSIPPI	HUMPHREYS COUNTY	318	262	1	55	3518761.56
MISSISSIPPI	ISSAQUENA COUNTY	805	708	2	95	8345951.8
MISSISSIPPI	ITAWAMBA COUNTY	4	2	0	2	51649.2
MISSISSIPPI	JEFFERSON DAVIS COUNTY	5	2	0	3	4612.7
MISSISSIPPI	LEAKE COUNTY	34	28	1	5	278396.28
MISSISSIPPI	LEFLORE COUNTY	437	343	0	94	2611652.04
MISSISSIPPI	NESHOBA COUNTY	6	4	0	2	44901.66
MISSISSIPPI	NOXUBEE COUNTY	11	8	0	3	15683.33
MISSISSIPPI	OKTIBBEHA COUNTY	29	20	0	9	59696.77
MISSISSIPPI	PANOLA COUNTY	68	54	0	14	916124.06
MISSISSIPPI	PEARL RIVER COUNTY	729	568	0	161	13506084.07
MISSISSIPPI	PONTOTOC COUNTY	2	2	0	0	6813.51
MISSISSIPPI	PRENTISS COUNTY	1	1	0	0	13573.82
MISSISSIPPI	QUITMAN COUNTY	252	208	0	44	2328508.49
MISSISSIPPI	RANKIN COUNTY	808	667	12	129	15130487.82
MISSISSIPPI	SHARKEY COUNTY	195	175	0	20	1305526.38
MISSISSIPPI	SMITH COUNTY	10	6	0	4	27347.79
MISSISSIPPI	SUNFLOWER COUNTY	140	113	0	27	850640.16
MISSISSIPPI	TALLAHATCHIE COUNTY	76	67	0	9	327330.39
MISSISSIPPI	TATE COUNTY	23	21	0	2	802384.78
MISSISSIPPI	TIPPAH COUNTY	3	2	0	1	50027.8
MISSISSIPPI	TISHOMINGO COUNTY	15	14	0	1	203306.58
MISSISSIPPI	TUNICA COUNTY	633	555	2	76	5456127.78
MISSISSIPPI	WALTHALL COUNTY	193	149	0	44	2358386.28
MISSISSIPPI	WILKINSON COUNTY	1869	1586	5	278	20305199.03
MISSISSIPPI	YALOBUSHA COUNTY	37	31	0	6	270884.41
MISSISSIPPI	YAZOO COUNTY	315	230	1	84	5680141.07
MISSOURI	BUTLER COUNTY	510	394	16	100	9063068.3
MISSOURI	DALLAS COUNTY	2	2	0	0	27937.62
MISSOURI	FRANKLIN COUNTY	1092	932	39	121	29062177.96
MISSOURI	GREENE COUNTY	153	129	0	24	2743397.65
MISSOURI	HENRY COUNTY	3	3	0	0	49274.56
MISSOURI	JACKSON COUNTY	266	210	1	55	1657846.54
MISSOURI	JEFFERSON COUNTY	4613	3934	47	632	63252269.47
MISSOURI	LAWRENCE COUNTY	12	10	0	2	229628.3
MISSOURI	MACON COUNTY	3	2	0	1	9577.1
MISSOURI	MADISON COUNTY	147	133	0	14	3034220.52
MISSOURI	MARION COUNTY	567	467	2	98	11924432.26
MISSOURI	MONROE COUNTY	9	8	0	1	152580.39
MISSOURI	MONTGOMERY COUNTY	134	110	0	24	1083464.67
MISSOURI	MORGAN COUNTY	13	9	0	4	183686.73
MISSOURI	WASHINGTON COUNTY	12	9	0	3	86672.46
MISSOURI	BENTON COUNTY	10	6	0	4	99281.56
MISSOURI	BOONE COUNTY	171	125	0	46	3178050.34
MISSOURI	CARROLL COUNTY	143	126	0	17	2689879.24
MISSOURI	CLARK COUNTY	85	79	0	6	3795298.76
MISSOURI	CLAY COUNTY	2362	1920	1	441	44469238.02
MISSOURI	CRAWFORD COUNTY	109	87	11	11	3621775.7
MISSOURI	HOWARD COUNTY	70	57	0	13	475056.09
MISSOURI	JOHNSON COUNTY	32	19	1	12	225989.87
MISSOURI	LAFAYETTE COUNTY	17	16	0	1	281806.45
MISSOURI	LINCOLN COUNTY	2334	2060	6	268	32552825.22
MISSOURI	MILLER COUNTY	21	21	0	0	288311.87
MISSOURI	MISSISSIPPI COUNTY	216	182	0	34	4770784.43
MISSOURI	NEWTON COUNTY	169	129	7	33	3803620.77
MISSOURI	PERRY COUNTY	289	268	5	16	5289791.62
MISSOURI	PIKE COUNTY	920	819	3	98	8121584.6
MISSOURI	POLK COUNTY	9	4	0	5	31269.37
MISSOURI	PULASKI COUNTY	265	212	13	40	5922581.05
MISSOURI	RANDOLPH COUNTY	4	2	0	2	15441.78
MISSOURI	SALINE COUNTY	14	11	0	3	122401.36
MISSOURI	SCOTT COUNTY	412	324	1	87	3390203.99
MISSOURI	STONE COUNTY	71	54	1	16	1973442.59
MISSOURI	CAMDEN COUNTY	86	59	0	27	1734086.05
MISSOURI	DEKALB COUNTY	1	0	0	1	0
MISSOURI	JASPER COUNTY	164	119	5	40	2176037.35
MISSOURI	WAYNE COUNTY	137	110	4	23	2669818.9
MISSOURI	CASS COUNTY	245	200	0	45	2604755.66
MISSOURI	CHRISTIAN COUNTY	90	71	1	18	1910226.76
MISSOURI	CLINTON COUNTY	5	4	0	1	35541.04
MISSOURI	GRUNDY COUNTY	4	4	0	0	59069.38
MISSOURI	KNOX COUNTY	4	4	0	0	1062027.58
MISSOURI	LIVINGSTON COUNTY	21	21	0	0	266717.13
MISSOURI	WARREN COUNTY	97	81	2	14	1432642.4
MISSOURI	DAVIESS COUNTY	35	30	0	5	593699.67
MISSOURI	HARRISON COUNTY	3	3	0	0	38764.66
MISSOURI	RIPLEY COUNTY	257	223	17	17	10381550.62
MISSOURI	SULLIVAN COUNTY	2	1	0	1	328.76
MISSOURI	BUCHANAN COUNTY	435	365	0	70	13514851.5
MISSOURI	LINN COUNTY	19	18	0	1	183867.44
MISSOURI	WEBSTER COUNTY	8	8	0	0	284027.93
MISSOURI	WRIGHT COUNTY	6	2	1	3	70599.47
MISSOURI	ATCHISON COUNTY	136	105	0	31	2778624.24
MISSOURI	BARTON COUNTY	16	15	0	1	262809.27
MISSOURI	OSAGE COUNTY	199	178	3	18	3754006.31
MISSOURI	ADAIR COUNTY	14	11	0	3	179097.79
MISSOURI	CARTER COUNTY	133	107	6	20	4942674.48
MISSOURI	LEWIS COUNTY	124	104	0	20	1855072.25
MISSOURI	INDEPENDENT CITY	670	509	0	161	8883910.21
MISSOURI	BARRY COUNTY	52	44	0	8	2022708.65
MISSOURI	IRON COUNTY	55	45	0	10	265383.78
MISSOURI	ST. LOUIS COUNTY	10434	8617	82	1735	188377900.27
MISSOURI	ANDREW COUNTY	114	104	0	10	3021106.48
MISSOURI	AUDRAIN COUNTY	63	40	0	23	178161.4
MISSOURI	BATES COUNTY	19	15	0	4	535761.4
MISSOURI	BOLLINGER COUNTY	121	103	0	18	2231916.45
MISSOURI	CALLAWAY COUNTY	488	436	0	52	7703968.73
MISSOURI	CAPE GIRARDEAU COUNTY	1107	957	9	141	11285073.15
MISSOURI	CASS	79	63	0	16	849467.78
MISSOURI	CHARITON COUNTY	43	38	0	5	563348.28
MISSOURI	COLE COUNTY	194	176	3	15	2400743.74
MISSOURI	COOPER COUNTY	8	8	0	0	111622.67
MISSOURI	DENT COUNTY	2	0	0	2	0
MISSOURI	DUNKLIN COUNTY	43	27	0	16	236558.63
MISSOURI	GASCONADE COUNTY	506	419	14	73	7608634.81
MISSOURI	GENTRY COUNTY	1	0	1	0	0
MISSOURI	HOLT COUNTY	1106	1013	0	93	34003707.34
MISSOURI	HOWELL COUNTY	66	50	8	8	2147890.85
MISSOURI	LACLEDE COUNTY	23	18	1	4	625710.19
MISSOURI	MARIES COUNTY	111	100	6	5	3205443.96
MISSOURI	MCDONALD COUNTY	272	224	8	40	9700780.33
MISSOURI	MONITEAU COUNTY	27	20	0	7	290885.92
MISSOURI	NEW MADRID COUNTY	315	220	0	95	3139626.94
MISSOURI	NODAWAY COUNTY	1	0	1	0	0
MISSOURI	OREGON COUNTY	42	41	0	1	429198.28
MISSOURI	OZARK COUNTY	8	5	2	1	443549.3
MISSOURI	PEMISCOT COUNTY	145	90	0	55	586839.97
MISSOURI	PETTIS COUNTY	37	22	0	15	246353.98
MISSOURI	PHELPS COUNTY	294	252	8	34	9298590.15
MISSOURI	PLATTE COUNTY	380	323	0	57	13828817.8
MISSOURI	RALLS COUNTY	53	39	0	14	519891.62
MISSOURI	RAY COUNTY	184	158	0	26	2073630.19
MISSOURI	REYNOLDS COUNTY	130	106	4	20	1988230.88
MISSOURI	SHANNON COUNTY	23	21	0	2	179787.78
MISSOURI	ST. CHARLES COUNTY	11004	9859	25	1120	135592629.5
MISSOURI	ST. FRANCOIS COUNTY	82	70	3	9	1435747.27
MISSOURI	STE. GENEVIEVE COUNTY	1176	942	0	234	7035952.01
MISSOURI	STODDARD COUNTY	84	69	1	14	813310.96
MISSOURI	TANEY COUNTY	392	304	23	65	17632776.57
MISSOURI	TEXAS COUNTY	16	10	0	6	360841.38
MISSOURI	VERNON COUNTY	10	6	1	3	57102.45
MISSOURI	WASHINGTON	3	3	0	0	15338.16
MONTANA	JEFFERSON COUNTY	6	5	0	1	8372.15
MONTANA	MADISON COUNTY	5	3	0	2	26091.08
MONTANA	LINCOLN COUNTY	37	31	0	6	440495.07
MONTANA	PHILLIPS COUNTY	50	35	0	15	174782.84
MONTANA	LAKE COUNTY	18	15	0	3	56920.98
MONTANA	GARFIELD COUNTY	1	0	0	1	0
MONTANA	MINERAL COUNTY	5	4	0	1	10767.53
MONTANA	PARK COUNTY	110	90	0	20	795365.41
MONTANA	LIBERTY COUNTY	2	1	0	1	788.79
MONTANA	DAWSON COUNTY	6	6	0	0	39691.6
MONTANA	BLAINE COUNTY	54	41	0	13	69039.22
MONTANA	CUSTER COUNTY	152	109	0	43	403335.07
MONTANA	TETON COUNTY	4	3	0	1	2340.46
MONTANA	VALLEY COUNTY	266	222	0	44	1532077.14
MONTANA	GALLATIN COUNTY	63	43	0	20	294449.14
MONTANA	POWELL COUNTY	19	16	0	3	68451.91
MONTANA	BEAVERHEAD COUNTY	12	3	0	9	2464.07
MONTANA	BIG HORN COUNTY	19	16	0	3	245614.71
MONTANA	BROADWATER COUNTY	4	3	0	1	20104.56
MONTANA	CARBON COUNTY	37	32	0	5	319081.42
MONTANA	CASCADE COUNTY	241	167	0	74	577293.55
MONTANA	DEER LODGE COUNTY	8	3	0	5	4094.23
MONTANA	FALLON COUNTY	1	0	0	1	0
MONTANA	FERGUS COUNTY	27	17	0	10	247728.39
MONTANA	FLATHEAD COUNTY	118	77	0	41	660970.91
MONTANA	GLACIER COUNTY	5	5	0	0	31865.94
MONTANA	GRANITE COUNTY	11	7	0	4	52952.63
MONTANA	HILL COUNTY	14	12	0	2	56105.04
MONTANA	LEWIS & CLARK COUNTY	61	47	0	14	237521.8
MONTANA	MEAGHER COUNTY	5	4	0	1	91550.74
MONTANA	MISSOULA COUNTY	135	101	2	32	592714.18
MONTANA	MUSSELSHELL COUNTY	68	62	0	6	1247216.95
MONTANA	POWDER RIVER COUNTY	11	10	0	1	34429
MONTANA	RAVALLI COUNTY	34	26	0	8	115488.85
MONTANA	RICHLAND COUNTY	9	7	0	2	63389.64
MONTANA	ROOSEVELT COUNTY	8	5	0	3	65078.12
MONTANA	ROSEBUD COUNTY	9	4	0	5	9715.92
MONTANA	SANDERS COUNTY	10	6	0	4	223489.63
MONTANA	SILVER BOW COUNTY	9	5	0	4	8244.84
MONTANA	STILLWATER COUNTY	18	10	0	8	53946.3
MONTANA	SWEET GRASS COUNTY	21	19	0	2	378110.27
MONTANA	TREASURE COUNTY	1	1	0	0	27597.04
MONTANA	WHEATLAND COUNTY	17	12	0	5	20039.98
MONTANA	WIBAUX COUNTY	3	3	0	0	77084.26
MONTANA	YELLOWSTONE COUNTY	215	159	1	55	1225214.51
NEBRASKA	BUTLER COUNTY	4	3	0	1	4433.48
NEBRASKA	JEFFERSON COUNTY	10	6	0	4	14185.93
NEBRASKA	MADISON COUNTY	62	42	0	20	3099101.73
NEBRASKA	WASHINGTON COUNTY	144	118	0	26	2708365.71
NEBRASKA	BOONE COUNTY	8	6	0	2	31509.08
NEBRASKA	CLAY COUNTY	1	0	1	0	0
NEBRASKA	HOWARD COUNTY	4	2	0	2	2015.75
NEBRASKA	JOHNSON COUNTY	2	1	0	1	1972.39
NEBRASKA	LINCOLN COUNTY	74	32	1	41	255379.99
NEBRASKA	POLK COUNTY	1	1	0	0	150
NEBRASKA	SALINE COUNTY	197	138	0	59	1159271.89
NEBRASKA	ADAMS COUNTY	20	11	1	8	275127.16
NEBRASKA	DOUGLAS COUNTY	658	472	1	185	4148635.46
NEBRASKA	HAMILTON COUNTY	15	12	0	3	86194.66
NEBRASKA	DAWSON COUNTY	57	40	0	17	256912.96
NEBRASKA	HALL COUNTY	114	58	1	55	658078.13
NEBRASKA	PIERCE COUNTY	5	2	0	3	16106.56
NEBRASKA	WAYNE COUNTY	5	2	0	3	5443.54
NEBRASKA	WHEELER COUNTY	2	1	0	1	7763.06
NEBRASKA	CUSTER COUNTY	4	2	0	2	69883.24
NEBRASKA	VALLEY COUNTY	6	6	0	0	29748.15
NEBRASKA	CASS COUNTY	397	333	0	64	3506977.02
NEBRASKA	KNOX COUNTY	15	9	0	6	643981.85
NEBRASKA	WEBSTER COUNTY	2	1	0	1	1727.4
NEBRASKA	CHASE COUNTY	1	1	0	0	3028.44
NEBRASKA	NEMAHA COUNTY	53	31	0	22	551996.53
NEBRASKA	PAWNEE COUNTY	1	0	0	1	0
NEBRASKA	SEWARD COUNTY	23	17	0	6	117753.86
NEBRASKA	STANTON COUNTY	4	2	0	2	6031.9
NEBRASKA	BOYD COUNTY	14	8	0	6	148095.53
NEBRASKA	YORK COUNTY	9	2	0	7	30583.91
NEBRASKA	DAKOTA COUNTY	76	22	0	54	560518
NEBRASKA	DODGE COUNTY	569	413	0	156	2785257.95
NEBRASKA	FILLMORE COUNTY	2	1	0	1	25000
NEBRASKA	HOLT COUNTY	2	0	0	2	0
NEBRASKA	PHELPS COUNTY	9	6	0	3	74756.04
NEBRASKA	PLATTE COUNTY	67	50	0	17	432795.46
NEBRASKA	ANTELOPE COUNTY	11	9	0	2	294231.12
NEBRASKA	BOX BUTTE COUNTY	2	0	0	2	0
NEBRASKA	BUFFALO COUNTY	18	10	0	8	44862.52
NEBRASKA	BURT COUNTY	39	15	0	24	747997.96
NEBRASKA	CHEYENNE COUNTY	17	10	0	7	57897.97
NEBRASKA	COLFAX COUNTY	147	115	0	32	1278026.34
NEBRASKA	CUMING COUNTY	13	8	0	5	35467.66
NEBRASKA	DEUEL COUNTY	13	11	0	2	26519.72
NEBRASKA	DIXON COUNTY	2	1	0	1	2819.92
NEBRASKA	FURNAS COUNTY	1	0	0	1	0
NEBRASKA	GAGE COUNTY	175	124	0	51	1608709.12
NEBRASKA	GARDEN COUNTY	2	1	0	1	4926.39
NEBRASKA	HITCHCOCK COUNTY	1	1	0	0	759
NEBRASKA	KEARNEY COUNTY	3	1	0	2	6348.75
NEBRASKA	KEITH COUNTY	7	3	0	4	47052.48
NEBRASKA	LANCASTER COUNTY	286	148	1	137	2790493.21
NEBRASKA	MERRICK COUNTY	12	7	0	5	16273.59
NEBRASKA	MORRILL COUNTY	1	1	0	0	7023.8
NEBRASKA	NANCE COUNTY	1	0	0	1	0
NEBRASKA	NUCKOLLS COUNTY	3	3	0	0	7069.58
NEBRASKA	OTOE COUNTY	18	17	0	1	376171.39
NEBRASKA	RED WILLOW COUNTY	10	7	0	3	35533.95
NEBRASKA	RICHARDSON COUNTY	88	82	0	6	2370749.58
NEBRASKA	SARPY COUNTY	1012	874	0	138	8988390.99
NEBRASKA	SAUNDERS COUNTY	262	222	0	40	2518339.82
NEBRASKA	SCOTTS BLUFF COUNTY	52	29	0	23	184917.07
NEBRASKA	SHERMAN COUNTY	1	1	0	0	7045.99
NEBRASKA	THAYER COUNTY	28	24	0	4	346941.23
NEBRASKA	THURSTON COUNTY	16	12	0	4	32899.78
NEVADA	CLARK COUNTY	603	369	0	234	8648248.22
NEVADA	LINCOLN COUNTY	3	0	0	3	0
NEVADA	HUMBOLDT COUNTY	15	10	0	5	63439.15
NEVADA	DOUGLAS COUNTY	210	158	0	52	3644169.99
NEVADA	MINERAL COUNTY	2	1	0	1	2662.8
NEVADA	LYON COUNTY	19	14	0	5	472591.01
NEVADA	INDEPENDENT CITY	90	49	1	40	578249.98
NEVADA	CHURCHILL COUNTY	6	3	1	2	9850.78
NEVADA	ELKO COUNTY	29	16	1	12	130771.9
NEVADA	EUREKA COUNTY	1	1	0	0	587.73
NEVADA	LANDER COUNTY	3	1	0	2	1058.48
NEVADA	NYE COUNTY	68	24	0	44	280408.26
NEVADA	PERSHING COUNTY	4	2	0	2	18852.65
NEVADA	STOREY COUNTY	11	7	0	4	40962.78
NEVADA	WASHOE COUNTY	716	537	14	165	30029446.16
NEVADA	WHITE PINE COUNTY	7	1	0	6	389.63
NEW HAMPSHIRE	CARROLL COUNTY	254	180	0	74	1860393.85
NEW HAMPSHIRE	HILLSBOROUGH COUNTY	582	438	0	144	9826613.36
NEW HAMPSHIRE	SULLIVAN COUNTY	41	30	0	11	362744.26
NEW HAMPSHIRE	BELKNAP COUNTY	114	90	0	24	980203.18
NEW HAMPSHIRE	CHESHIRE COUNTY	228	160	1	67	6301406.97
NEW HAMPSHIRE	COOS COUNTY	77	59	0	18	483396.38
NEW HAMPSHIRE	GRAFTON COUNTY	312	237	0	75	3721076.76
NEW HAMPSHIRE	MERRIMACK COUNTY	291	229	1	61	6236256.41
NEW HAMPSHIRE	ROCKINGHAM COUNTY	1732	1299	3	430	16675291.24
NEW HAMPSHIRE	STRAFFORD COUNTY	132	101	0	31	2213317.95
NEW JERSEY	--------------------------------	10	9	0	1	43556.38
NEW JERSEY	UNION COUNTY	5684	4486	1	1197	97747870.32
NEW JERSEY	MIDDLESEX COUNTY	4222	3476	14	732	112549112.54
NEW JERSEY	SUSSEX COUNTY	182	121	0	61	1582849.6
NEW JERSEY	CAMDEN COUNTY	1062	707	0	355	5974329.28
NEW JERSEY	CUMBERLAND COUNTY	990	815	3	172	15311112.25
NEW JERSEY	MERCER COUNTY	2234	1731	0	503	36928635.5
NEW JERSEY	WARREN COUNTY	1227	1036	0	191	31706466.93
NEW JERSEY	SOMERSET COUNTY	5368	4744	2	622	159726230.52
NEW JERSEY	ESSEX COUNTY	4679	3731	0	948	109587905.65
NEW JERSEY	ATLANTIC COUNTY	20691	17503	156	3032	476677912.7
NEW JERSEY	BERGEN COUNTY	12719	10776	8	1935	347149540.12
NEW JERSEY	BURLINGTON COUNTY	1821	1279	2	540	24047059.05
NEW JERSEY	CAPE MAY COUNTY	28296	23050	73	5173	410286095.63
NEW JERSEY	GLOUCESTER COUNTY	576	367	0	209	3734988.85
NEW JERSEY	HUDSON COUNTY	4169	3148	9	1012	152648454.41
NEW JERSEY	HUNTERDON COUNTY	1307	1069	0	238	24729572.96
NEW JERSEY	MONMOUTH COUNTY	19597	16473	241	2883	920572174.54
NEW JERSEY	MORRIS COUNTY	8937	7728	4	1205	191387468.95
NEW JERSEY	OCEAN COUNTY	52453	44600	918	6935	2568991389.65
NEW JERSEY	PASSAIC COUNTY	13544	11779	3	1762	279744384.53
NEW JERSEY	SALEM COUNTY	741	456	1	284	6900323.51
NEW MEXICO	GRANT COUNTY	11	6	0	5	116507.01
NEW MEXICO	LINCOLN COUNTY	77	57	0	20	2221218.54
NEW MEXICO	SIERRA COUNTY	14	12	0	2	150013.31
NEW MEXICO	OTERO COUNTY	116	69	0	47	1382942.53
NEW MEXICO	SAN JUAN COUNTY	44	29	0	15	502585.8
NEW MEXICO	SAN MIGUEL COUNTY	17	5	0	12	64718.65
NEW MEXICO	ROOSEVELT COUNTY	17	11	0	6	36549.44
NEW MEXICO	COLFAX COUNTY	7	4	0	3	14219.27
NEW MEXICO	BERNALILLO COUNTY	177	85	0	92	1628045.95
NEW MEXICO	CATRON COUNTY	5	4	0	1	168085.22
NEW MEXICO	CHAVES COUNTY	42	20	0	22	213828.36
NEW MEXICO	CIBOLA COUNTY	25	21	0	4	445471.79
NEW MEXICO	CURRY COUNTY	51	24	0	27	498295.72
NEW MEXICO	DONA ANA COUNTY	184	111	0	73	4688497.01
NEW MEXICO	EDDY COUNTY	49	32	0	17	332646.52
NEW MEXICO	HIDALGO COUNTY	3	3	0	0	27827.79
NEW MEXICO	LEA COUNTY	197	133	0	64	893593.28
NEW MEXICO	LOS ALAMOS COUNTY	11	6	0	5	31797.76
NEW MEXICO	LUNA COUNTY	3	2	0	1	88420.82
NEW MEXICO	MCKINLEY COUNTY	14	4	0	10	13284.08
NEW MEXICO	QUAY COUNTY	9	5	0	4	12313.26
NEW MEXICO	RIO ARRIBA COUNTY	37	24	0	13	345703.82
NEW MEXICO	SANDOVAL COUNTY	16	3	0	13	29566.77
NEW MEXICO	SANTA FE COUNTY	36	17	0	19	377771.94
NEW MEXICO	SOCORRO COUNTY	11	2	0	9	18369.82
NEW MEXICO	TAOS COUNTY	23	15	0	8	52122.97
NEW MEXICO	TORRANCE COUNTY	1	1	0	0	4797.45
NEW MEXICO	VALENCIA COUNTY	83	38	0	45	331407.86
NEW YORK	FRANKLIN COUNTY	36	25	0	11	254739.28
NEW YORK	GREENE COUNTY	585	477	0	108	18679696.98
NEW YORK	JEFFERSON COUNTY	213	124	14	75	878111.59
NEW YORK	MADISON COUNTY	347	285	0	62	5344898.89
NEW YORK	MONROE COUNTY	700	361	43	296	3465703.99
NEW YORK	MONTGOMERY COUNTY	297	253	0	44	8733981.99
NEW YORK	WASHINGTON COUNTY	153	99	0	54	1436024.22
NEW YORK	--------------------------------	13	10	0	3	174922.46
NEW YORK	COLUMBIA COUNTY	248	206	0	42	3161377.44
NEW YORK	FULTON COUNTY	92	68	0	24	754113.01
NEW YORK	ORANGE COUNTY	1825	1419	0	406	23642461.37
NEW YORK	HAMILTON COUNTY	56	49	0	7	491373.29
NEW YORK	NASSAU COUNTY	48863	42576	189	6098	2197594798.96
NEW YORK	PUTNAM COUNTY	337	224	0	113	4992980.93
NEW YORK	WAYNE COUNTY	125	75	13	37	777738.36
NEW YORK	CLINTON COUNTY	281	212	0	69	4822651.34
NEW YORK	LIVINGSTON COUNTY	131	83	2	46	561168.36
NEW YORK	SCHUYLER COUNTY	52	38	0	14	317910.36
NEW YORK	WARREN COUNTY	169	122	0	47	2618316
NEW YORK	DELAWARE COUNTY	1245	1092	2	151	38247667.55
NEW YORK	STEUBEN COUNTY	394	264	0	130	2205216.77
NEW YORK	SULLIVAN COUNTY	1123	933	1	189	16309017.09
NEW YORK	CHAUTAUQUA COUNTY	1945	1613	1	331	9523708.16
NEW YORK	LEWIS COUNTY	49	36	0	13	512896.81
NEW YORK	ALLEGANY COUNTY	585	483	0	102	2163563.83
NEW YORK	ESSEX COUNTY	392	313	1	78	5753537.7
NEW YORK	SUFFOLK COUNTY	33040	26719	104	6217	1066259398.39
NEW YORK	GENESEE COUNTY	147	113	0	34	898577.18
NEW YORK	ALBANY COUNTY	332	243	1	88	4100727.24
NEW YORK	BRONX COUNTY	41678	35144	96	6438	1376056812.78
NEW YORK	BROOME COUNTY	3095	2797	1	297	138061805.84
NEW YORK	CATTARAUGUS COUNTY	500	379	0	121	5252470.76
NEW YORK	CATTARAVUS COUNTY	14	11	0	3	37851.91
NEW YORK	CAYUGA COUNTY	258	180	1	77	1118824.76
NEW YORK	CHEMUNG COUNTY	295	196	0	99	2923486.92
NEW YORK	CHENANGO COUNTY	637	524	0	113	11180971.34
NEW YORK	CORTLAND COUNTY	347	266	0	81	3017655.98
NEW YORK	DUTCHESS COUNTY	630	500	0	130	10803773.51
NEW YORK	ERIE COUNTY	2316	1614	1	701	9414902.66
NEW YORK	HERKIMER COUNTY	387	326	1	60	3683774.24
NEW YORK	NIAGARA COUNTY	164	104	2	58	890733.17
NEW YORK	ONEIDA COUNTY	786	619	1	166	9774797.02
NEW YORK	ONONDAGA COUNTY	905	659	2	244	6560528.48
NEW YORK	ONTARIO COUNTY	295	203	4	88	4155719.77
NEW YORK	ORLEANS COUNTY	42	24	3	15	76586.08
NEW YORK	OSWEGO	2	2	0	0	34697.56
NEW YORK	OSWEGO COUNTY	214	142	5	67	1581194.37
NEW YORK	OTSEGO COUNTY	468	373	0	95	8962576.27
NEW YORK	RENSSELAER COUNTY	526	371	1	154	7637545.95
NEW YORK	ROCKLAND COUNTY	3181	2456	3	722	38813099.47
NEW YORK	SARATOGA COUNTY	604	480	1	123	7948274.11
NEW YORK	SCHENECTADY COUNTY	345	295	0	50	7932734.77
NEW YORK	SCHOHARIE COUNTY	701	630	0	71	31975638.83
NEW YORK	SENECA COUNTY	90	62	0	28	466991.83
NEW YORK	ST. LAWRENCE COUNTY	109	78	1	30	747486.58
NEW YORK	TIOGA COUNTY	1552	1389	3	160	60697245.42
NEW YORK	TOMPKINS COUNTY	249	190	0	59	1701336.27
NEW YORK	ULSTER COUNTY	1286	1028	2	256	29164557.05
NEW YORK	WESTCHESTER COUNTY	9894	8004	3	1887	143679948.45
NEW YORK	WYOMING COUNTY	86	60	0	26	780239.67
NEW YORK	YATES COUNTY	141	82	1	58	881974.57
NORTH CAROLINA	CHEROKEE COUNTY	50	40	1	9	761084.28
NORTH CAROLINA	FRANKLIN COUNTY	19	16	0	3	133583.3
NORTH CAROLINA	GREENE COUNTY	72	65	1	6	2531111.88
NORTH CAROLINA	JACKSON COUNTY	44	26	0	18	702989.21
NORTH CAROLINA	LEE COUNTY	29	20	0	9	277102.51
NORTH CAROLINA	MACON COUNTY	48	36	0	12	1011968.73
NORTH CAROLINA	MADISON COUNTY	68	48	0	20	936445.4
NORTH CAROLINA	MONTGOMERY COUNTY	4	3	0	1	44138.46
NORTH CAROLINA	WASHINGTON COUNTY	53	44	0	9	1315222.07
NORTH CAROLINA	GRAHAM COUNTY	4	2	0	2	10846.72
NORTH CAROLINA	CLAY COUNTY	21	17	0	4	92312.3
NORTH CAROLINA	LINCOLN COUNTY	8	5	0	3	134314.38
NORTH CAROLINA	POLK COUNTY	17	14	0	3	210940.51
