"","state","county","policies","insurance","premium"
"1499","MISSOURI","BARRY COUNTY",46,6935400,61644
"1500","MISSOURI","ST. LOUIS COUNTY",3986,1032889900,6026351
"1501","MISSOURI","ANDREW COUNTY",43,5639400,29450
"1502","MISSOURI","AUDRAIN COUNTY",53,6592200,47237
"1503","MISSOURI","BATES COUNTY",9,1683300,11370
"1504","MISSOURI","BOLLINGER COUNTY",54,6242800,59793
"1505","MISSOURI","CALLAWAY COUNTY",166,28139600,241244
"1506","MISSOURI","CAPE GIRARDEAU COUNTY",201,41573300,177342
"1507","MISSOURI","CASS",133,33975000,76132
"1508","MISSOURI","CHARITON COUNTY",40,3361100,24727
"1509","MISSOURI","COLE COUNTY",102,15736600,77614
"1510","MISSOURI","COOPER COUNTY",6,1470000,3753
"1511","MISSOURI","DENT COUNTY",9,682300,4882
"1512","MISSOURI","DUNKLIN COUNTY",452,47594800,217476
"1513","MISSOURI","GASCONADE COUNTY",99,9727400,85716
"1514","MISSOURI","GENTRY COUNTY",3,410000,2156
"1515","MISSOURI","HOLT COUNTY",213,24931600,141403
"1516","MISSOURI","HOWELL COUNTY",113,22342100,147128
"1517","MISSOURI","IRON COUNTY",78,5394500,61695
"1518","MISSOURI","LACLEDE COUNTY",42,7337000,27200
"1519","MISSOURI","MARIES COUNTY",24,4791500,25166
"1520","MISSOURI","MCDONALD COUNTY",132,19465600,167425
"1521","MISSOURI","MONITEAU COUNTY",14,1724600,11454
"1522","MISSOURI","NEW MADRID COUNTY",1006,126268200,498458
"1523","MISSOURI","NODAWAY COUNTY",11,2142700,13410
"1524","MISSOURI","OREGON COUNTY",12,1906200,12591
"1525","MISSOURI","OZARK COUNTY",6,1107400,6675
"1526","MISSOURI","PEMISCOT COUNTY",564,76144000,206362
"1527","MISSOURI","PETTIS COUNTY",36,4662200,29825
"1528","MISSOURI","PHELPS COUNTY",147,22137500,111569
"1529","MISSOURI","PLATTE COUNTY",175,46097000,169858
"1530","MISSOURI","RALLS COUNTY",27,3512400,19821
"1531","MISSOURI","RAY COUNTY",135,17645500,116400
"1532","MISSOURI","REYNOLDS COUNTY",93,8464300,97254
"1533","MISSOURI","SHANNON COUNTY",14,2637400,10210
"1534","MISSOURI","ST. CHARLES COUNTY",1686,362583800,1671261
"1535","MISSOURI","ST. FRANCOIS COUNTY",98,15838400,67702
"1536","MISSOURI","STE. GENEVIEVE COUNTY",110,18235300,81520
"1537","MISSOURI","STODDARD COUNTY",314,34286300,268128
"1538","MISSOURI","TANEY COUNTY",526,93192500,403746
"1539","MISSOURI","TEXAS COUNTY",16,2669800,19547
"1540","MISSOURI","VERNON COUNTY",11,2519000,5274
"1541","MONTANA","JEFFERSON COUNTY",28,4966200,30198
"1542","MONTANA","MADISON COUNTY",44,13482200,23997
"1543","MONTANA","LINCOLN COUNTY",95,23272700,97960
"1544","MONTANA","PHILLIPS COUNTY",20,2122700,14138
"1545","MONTANA","LAKE COUNTY",62,17150400,39259
"1546","MONTANA","GARFIELD COUNTY",14,549000,7757
"1547","MONTANA","MINERAL COUNTY",25,5623600,20707
"1548","MONTANA","PARK COUNTY",118,27168200,101677
"1549","MONTANA","LIBERTY COUNTY",14,1847000,21046
"1550","MONTANA","DAWSON COUNTY",19,3464500,15196
"1551","MONTANA","BLAINE COUNTY",56,4871800,39415
"1552","MONTANA","CUSTER COUNTY",1121,169604500,624937
"1553","MONTANA","TETON COUNTY",25,4689300,16756
"1554","MONTANA","VALLEY COUNTY",69,6949200,64033
"1555","MONTANA","GALLATIN COUNTY",342,82423700,227750
"1556","MONTANA","RICHLAND COUNTY",22,8013900,30654
"1557","MONTANA","POWELL COUNTY",24,3183100,11945
"1558","MONTANA","BEAVERHEAD COUNTY",35,7004000,35415
"1559","MONTANA","BIG HORN COUNTY",12,2679300,11055
"1560","MONTANA","BROADWATER COUNTY",5,1285000,1969
"1561","MONTANA","CARBON COUNTY",106,23152000,95634
"1562","MONTANA","CASCADE COUNTY",440,97109200,348274
"1563","MONTANA","CHOUTEAU COUNTY",8,2520000,3073
"1564","MONTANA","DEER LODGE COUNTY",9,1142400,5839
"1565","MONTANA","FALLON COUNTY",6,1212700,9496
"1566","MONTANA","FERGUS COUNTY",44,10121900,26996
"1567","MONTANA","FLATHEAD COUNTY",780,172981100,465792
"1568","MONTANA","GLACIER COUNTY",14,2001900,32215
"1569","MONTANA","GOLDEN VALLEY COUNTY",2,345000,732
"1570","MONTANA","GRANITE COUNTY",24,5558600,15943
"1571","MONTANA","HILL COUNTY",12,3459600,10470
"1572","MONTANA","LEWIS & CLARK COUNTY",241,52244000,176224
"1573","MONTANA","MEAGHER COUNTY",15,4673300,11174
"1574","MONTANA","MISSOULA COUNTY",322,77453800,244928
"1575","MONTANA","MUSSELSHELL COUNTY",33,3399400,20523
"1576","MONTANA","PONDERA COUNTY",7,1262000,5075
"1577","MONTANA","POWDER RIVER COUNTY",17,2574600,27797
"1578","MONTANA","RAVALLI COUNTY",172,44388500,119297
"1579","MONTANA","ROOSEVELT COUNTY",13,1138200,9217
"1580","MONTANA","ROSEBUD COUNTY",12,2338600,9013
"1581","MONTANA","SANDERS COUNTY",46,8434200,36158
"1582","MONTANA","SILVER BOW COUNTY",30,7887000,19295
"1583","MONTANA","STILLWATER COUNTY",70,16533100,49497
"1584","MONTANA","SWEET GRASS COUNTY",23,6738600,27267
"1585","MONTANA","TREASURE COUNTY",2,47000,806
"1586","MONTANA","WHEATLAND COUNTY",11,933600,6589
"1587","MONTANA","WIBAUX COUNTY",8,648600,5463
"1588","MONTANA","YELLOWSTONE COUNTY",368,90000400,211596
"1589","NEBRASKA","BUTLER COUNTY",38,3099800,29407
"1590","NEBRASKA","CLAY COUNTY",21,7631100,81729
"1591","NEBRASKA","FRANKLIN COUNTY",5,721700,3889
"1592","NEBRASKA","JEFFERSON COUNTY",7,1988400,9551
"1593","NEBRASKA","MADISON COUNTY",135,22749100,170248
"1594","NEBRASKA","WASHINGTON COUNTY",112,21303400,120018
"1595","NEBRASKA","BOONE COUNTY",18,1301700,15928
"1596","NEBRASKA","HOWARD COUNTY",53,6744800,54839
"1597","NEBRASKA","JOHNSON COUNTY",21,2775300,36693
"1598","NEBRASKA","LINCOLN COUNTY",310,56986800,266126
"1599","NEBRASKA","POLK COUNTY",53,4634500,45135
"1600","NEBRASKA","SALINE COUNTY",236,19074200,222838
"1601","NEBRASKA","ADAMS COUNTY",35,7829800,36854
"1602","NEBRASKA","DOUGLAS COUNTY",1514,341897000,1733144
"1603","NEBRASKA","GARFIELD COUNTY",3,261400,1456
"1604","NEBRASKA","HAMILTON COUNTY",23,3188900,21526
"1605","NEBRASKA","DAWSON COUNTY",217,42570100,141553
"1606","NEBRASKA","DODGE COUNTY",1205,182079700,1039159
"1607","NEBRASKA","HALL COUNTY",242,36197000,255046
"1608","NEBRASKA","PIERCE COUNTY",23,2611400,17179
"1609","NEBRASKA","WAYNE COUNTY",4,2850000,3500
"1610","NEBRASKA","WHEELER COUNTY",2,222500,979
"1611","NEBRASKA","BLAINE COUNTY",2,85000,1244
"1612","NEBRASKA","CUSTER COUNTY",62,4272500,42702
"1613","NEBRASKA","VALLEY COUNTY",6,553900,5160
"1614","NEBRASKA","CASS COUNTY",537,110237600,493740
"1615","NEBRASKA","KNOX COUNTY",67,10856800,40068
"1616","NEBRASKA","CEDAR COUNTY",41,3345300,44737
"1617","NEBRASKA","WEBSTER COUNTY",10,1614000,18521
"1618","NEBRASKA","CHASE COUNTY",3,525000,968
"1619","NEBRASKA","CHEYENNE COUNTY",21,2064500,17462
"1620","NEBRASKA","NEMAHA COUNTY",8,2288500,28902
"1621","NEBRASKA","PAWNEE COUNTY",7,156000,2802
"1622","NEBRASKA","SEWARD COUNTY",24,3190900,18744
"1623","NEBRASKA","SHERIDAN COUNTY",7,966700,6501
"1624","NEBRASKA","SHERMAN COUNTY",3,272300,2754
"1625","NEBRASKA","BOYD COUNTY",11,994000,8590
"1626","NEBRASKA","HARLAN COUNTY",6,774500,3948
"1627","NEBRASKA","YORK COUNTY",62,7113500,51649
"1628","NEBRASKA","DAKOTA COUNTY",72,20853300,73316
"1629","NEBRASKA","FILLMORE COUNTY",7,1474100,4567
"1630","NEBRASKA","ROCK COUNTY",1,105000,288
"1631","NEBRASKA","HOLT COUNTY",14,2209700,12127
"1632","NEBRASKA","PHELPS COUNTY",12,1495000,13700
"1633","NEBRASKA","PLATTE COUNTY",154,37966800,98562
"1634","NEBRASKA","ANTELOPE COUNTY",15,1958700,11336
"1635","NEBRASKA","BOX BUTTE COUNTY",5,973300,5198
"1636","NEBRASKA","BUFFALO COUNTY",189,43094000,144144
"1637","NEBRASKA","BURT COUNTY",24,3697100,17310
"1638","NEBRASKA","COLFAX COUNTY",489,46105800,241727
"1639","NEBRASKA","CUMING COUNTY",53,7906100,65195
"1640","NEBRASKA","DAWES COUNTY",6,807000,4567
"1641","NEBRASKA","DEUEL COUNTY",8,823100,11339
"1642","NEBRASKA","DIXON COUNTY",6,749000,3134
"1643","NEBRASKA","DUNDY COUNTY",9,701700,8342
"1644","NEBRASKA","FURNAS COUNTY",8,1096400,4772
"1645","NEBRASKA","GAGE COUNTY",97,20987700,85251
"1646","NEBRASKA","GARDEN COUNTY",14,1587800,12460
"1647","NEBRASKA","GOSPER COUNTY",5,692300,8078
"1648","NEBRASKA","HAYES COUNTY",2,23100,561
"1649","NEBRASKA","HITCHCOCK COUNTY",4,1021500,3531
"1650","NEBRASKA","KEARNEY COUNTY",31,4234500,41299
"1651","NEBRASKA","KEITH COUNTY",36,10625000,67738
"1652","NEBRASKA","LANCASTER COUNTY",1654,350220800,1789205
"1653","NEBRASKA","MERRICK COUNTY",88,12734100,65814
"1654","NEBRASKA","MORRILL COUNTY",9,3300000,9544
"1655","NEBRASKA","NANCE COUNTY",7,1423500,6048
"1656","NEBRASKA","NUCKOLLS COUNTY",4,277400,1723
"1657","NEBRASKA","OTOE COUNTY",43,6956700,65888
"1658","NEBRASKA","PERKINS COUNTY",3,567000,836
"1659","NEBRASKA","RED WILLOW COUNTY",19,4892400,14460
"1660","NEBRASKA","RICHARDSON COUNTY",16,1838200,16940
"1661","NEBRASKA","SARPY COUNTY",849,207160900,769587
"1662","NEBRASKA","SAUNDERS COUNTY",413,91416300,251280
"1663","NEBRASKA","SCOTTS BLUFF COUNTY",225,38840200,286176
"1664","NEBRASKA","STANTON COUNTY",34,8473800,25324
"1665","NEBRASKA","THAYER COUNTY",54,5893500,46653
"1666","NEBRASKA","THURSTON COUNTY",3,892000,2013
"1667","NEVADA","CLARK COUNTY",2937,856129500,1548218
"1668","NEVADA","LINCOLN COUNTY",113,21038100,63427
"1669","NEVADA","HUMBOLDT COUNTY",20,3501000,10790
"1670","NEVADA","DOUGLAS COUNTY",1148,318515000,777193
"1671","NEVADA","MINERAL COUNTY",182,25891300,108028
"1672","NEVADA","LYON COUNTY",653,165389500,397179
"1673","NEVADA","INDEPENDENT CITY",484,137276400,308772
"1674","NEVADA","CHURCHILL COUNTY",713,196325900,429393
"1675","NEVADA","ELKO COUNTY",96,21241100,131458
"1676","NEVADA","EUREKA COUNTY",11,2472300,14483
"1677","NEVADA","LANDER COUNTY",138,22670000,159678
"1678","NEVADA","NYE COUNTY",3077,673521200,1283249
"1679","NEVADA","PERSHING COUNTY",6,1650000,3701
"1680","NEVADA","STOREY COUNTY",215,41198700,106964
"1681","NEVADA","WASHOE COUNTY",2613,750375900,2896515
"1682","NEVADA","WHITE PINE COUNTY",138,20467700,124757
"1683","NEW HAMPSHIRE","CARROLL COUNTY",430,99612300,480572
"1684","NEW HAMPSHIRE","HILLSBOROUGH COUNTY",1200,294913300,1260847
"1685","NEW HAMPSHIRE","SULLIVAN COUNTY",166,40021000,257482
"1686","NEW HAMPSHIRE","BELKNAP COUNTY",279,59690100,361888
"1687","NEW HAMPSHIRE","CHESHIRE COUNTY",502,112103000,812985
"1688","NEW HAMPSHIRE","COOS COUNTY",172,30633300,161571
"1689","NEW HAMPSHIRE","GRAFTON COUNTY",878,180150100,841355
"1690","NEW HAMPSHIRE","MERRIMACK COUNTY",514,125864300,593648
"1691","NEW HAMPSHIRE","ROCKINGHAM COUNTY",3894,822893900,3596782
"1692","NEW HAMPSHIRE","STRAFFORD COUNTY",319,76230100,344287
"1693","NEW JERSEY","UNION COUNTY",5143,1350360400,8564175
"1694","NEW JERSEY","MIDDLESEX COUNTY",4069,1145718900,5126871
"1695","NEW JERSEY","SUSSEX COUNTY",351,97633900,360645
"1696","NEW JERSEY","CAMDEN COUNTY",1969,452761700,2552687
"1697","NEW JERSEY","WARREN COUNTY",607,150844700,969234
"1698","NEW JERSEY","CUMBERLAND COUNTY",608,138097400,641170
"1699","NEW JERSEY","MERCER COUNTY",2182,590834200,2831128
"1700","NEW JERSEY","MORRIS COUNTY",4086,1113694500,7141345
"1701","NEW JERSEY","SOMERSET COUNTY",2503,673250800,3738891
"1702","NEW JERSEY","ESSEX COUNTY",4288,1185874100,7315704
"1703","NEW JERSEY","ATLANTIC COUNTY",29397,6590983500,25648013
"1704","NEW JERSEY","BERGEN COUNTY",14336,3737061300,21462889
"1705","NEW JERSEY","BURLINGTON COUNTY",3336,786459900,4192066
"1706","NEW JERSEY","CAPE MAY COUNTY",54342,12604128200,39294850
"1707","NEW JERSEY","GLOUCESTER COUNTY",1155,269749400,1371829
"1708","NEW JERSEY","HUDSON COUNTY",20384,4808960200,15102409
"1709","NEW JERSEY","HUNTERDON COUNTY",985,266338800,1544274
"1710","NEW JERSEY","MONMOUTH COUNTY",21936,5872892500,19096625
"1711","NEW JERSEY","OCEAN COUNTY",51102,13369563500,49587361
"1712","NEW JERSEY","PASSAIC COUNTY",3910,929913700,7084350
"1713","NEW JERSEY","SALEM COUNTY",1955,377695200,2409336
"1714","NEW MEXICO","GRANT COUNTY",94,18586700,78796
"1715","NEW MEXICO","LINCOLN COUNTY",259,58204600,144462
"1716","NEW MEXICO","UNION COUNTY",1,350000,373
"1717","NEW MEXICO","SIERRA COUNTY",73,12328500,67348
"1718","NEW MEXICO","OTERO COUNTY",1564,295601100,896832
"1719","NEW MEXICO","SAN JUAN COUNTY",249,73339600,192482
"1720","NEW MEXICO","SAN MIGUEL COUNTY",129,24961800,137449
"1721","NEW MEXICO","ROOSEVELT COUNTY",441,61353700,270339
"1722","NEW MEXICO","COLFAX COUNTY",22,4527900,28967
"1723","NEW MEXICO","BERNALILLO COUNTY",2028,478114900,1365685
"1724","NEW MEXICO","CATRON COUNTY",12,663800,7560
"1725","NEW MEXICO","CHAVES COUNTY",323,58541600,253987
"1726","NEW MEXICO","CIBOLA COUNTY",95,12620200,91629
"1727","NEW MEXICO","CURRY COUNTY",348,66859100,379574
"1728","NEW MEXICO","DONA ANA COUNTY",1554,364312900,1279999
"1729","NEW MEXICO","EDDY COUNTY",423,79284200,458784
"1730","NEW MEXICO","HIDALGO COUNTY",4,199200,1353
"1731","NEW MEXICO","LEA COUNTY",968,173774200,571002
"1732","NEW MEXICO","LOS ALAMOS COUNTY",35,11288600,15688
"1733","NEW MEXICO","LUNA COUNTY",23,5688000,13623
"1734","NEW MEXICO","MCKINLEY COUNTY",74,17434100,80852
"1735","NEW MEXICO","MORA COUNTY",4,407600,1503
"1736","NEW MEXICO","QUAY COUNTY",5,990400,2699
"1737","NEW MEXICO","RIO ARRIBA COUNTY",185,42045800,163440
"1738","NEW MEXICO","SANDOVAL COUNTY",544,97726800,539934
"1739","NEW MEXICO","SANTA FE COUNTY",425,127294700,366971
"1740","NEW MEXICO","SOCORRO COUNTY",215,46144100,231489
"1741","NEW MEXICO","TAOS COUNTY",217,52764900,197777
"1742","NEW MEXICO","TORRANCE COUNTY",119,16151000,138769
"1743","NEW MEXICO","VALENCIA COUNTY",2846,543637400,2808633
"1744","NEW YORK","FRANKLIN COUNTY",113,19728300,90520
"1745","NEW YORK","GREENE COUNTY",536,117723800,695397
"1746","NEW YORK","JEFFERSON COUNTY",397,74785400,387742
"1747","NEW YORK","MADISON COUNTY",555,85627200,660735
"1748","NEW YORK","MONROE COUNTY",1827,350011700,1970605
"1749","NEW YORK","MONTGOMERY COUNTY",244,45966800,413026
"1750","NEW YORK","WASHINGTON COUNTY",165,31457600,164651
"1751","NEW YORK","COLUMBIA COUNTY",282,71121200,367874
"1752","NEW YORK","FULTON COUNTY",120,22597000,163241
"1753","NEW YORK","ORANGE COUNTY",1895,471406100,1978169
"1754","NEW YORK","HAMILTON COUNTY",67,14896300,77064
"1755","NEW YORK","NASSAU COUNTY",48383,14138973000,55788633
"1756","NEW YORK","PUTNAM COUNTY",306,89190800,325808
"1757","NEW YORK","WARREN COUNTY",220,51779700,207182
"1758","NEW YORK","WAYNE COUNTY",231,42473900,230973
"1759","NEW YORK","LEWIS COUNTY",77,13532300,88862
"1760","NEW YORK","ONEIDA COUNTY",683,127050000,694192
"1761","NEW YORK","CLINTON COUNTY",253,52917600,233075
"1762","NEW YORK","LIVINGSTON COUNTY",317,50055000,278363
"1763","NEW YORK","SCHUYLER COUNTY",67,13947400,61242
"1764","NEW YORK","DELAWARE COUNTY",958,175056700,1055370
"1765","NEW YORK","STEUBEN COUNTY",833,137630800,830419
"1766","NEW YORK","SULLIVAN COUNTY",616,141978200,642416
"1767","NEW YORK","CHAUTAUQUA COUNTY",683,116076600,604633
"1768","NEW YORK","ALLEGANY COUNTY",380,37825800,310824
"1769","NEW YORK","ESSEX COUNTY",237,55143500,226914
"1770","NEW YORK","SUFFOLK COUNTY",36407,10884977600,44997478
"1771","NEW YORK","GENESEE COUNTY",448,55075400,438550
"1772","NEW YORK","ALBANY COUNTY",883,206032300,1193250
"1773","NEW YORK","BRONX COUNTY",54513,15016121700,56719996
"1774","NEW YORK","BROOME COUNTY",2603,618262600,2332559
"1775","NEW YORK","CATTARAUGUS COUNTY",664,103523500,737960
"1776","NEW YORK","CATTARAVUS COUNTY",8,769900,5746
"1777","NEW YORK","CAYUGA COUNTY",469,75298900,473025
"1778","NEW YORK","CHEMUNG COUNTY",623,114033600,607622
"1779","NEW YORK","CHENANGO COUNTY",618,92691200,593519
"1780","NEW YORK","CORTLAND COUNTY",472,62785200,488590
"1781","NEW YORK","DUTCHESS COUNTY",1581,437634200,1673223
"1782","NEW YORK","ERIE COUNTY",2530,495681800,2383413
"1783","NEW YORK","HERKIMER COUNTY",552,76712800,526543
"1784","NEW YORK","NIAGARA COUNTY",749,125653500,674764
"1785","NEW YORK","ONONDAGA COUNTY",1922,387784000,1744836
"1786","NEW YORK","ONTARIO COUNTY",443,93067700,475509
"1787","NEW YORK","ORLEANS COUNTY",93,13795400,76118
"1788","NEW YORK","OSWEGO",1,175000,332
"1789","NEW YORK","OSWEGO COUNTY",402,68338900,338485
"1790","NEW YORK","OTSEGO COUNTY",529,102703200,476343
"1791","NEW YORK","RENSSELAER COUNTY",1016,182090200,1667931
"1792","NEW YORK","ROCKLAND COUNTY",1960,526544700,1872332
"1793","NEW YORK","SARATOGA COUNTY",812,160747700,1111627
"1794","NEW YORK","SCHENECTADY COUNTY",407,94457300,470476
"1795","NEW YORK","SCHOHARIE COUNTY",433,91709500,522176
"1796","NEW YORK","SENECA COUNTY",165,31914100,169966
"1797","NEW YORK","ST. LAWRENCE COUNTY",195,30117100,185575
"1798","NEW YORK","TIOGA COUNTY",989,166800900,1314449
"1799","NEW YORK","TOMPKINS COUNTY",407,100073300,467050
"1800","NEW YORK","ULSTER COUNTY",1321,321296000,1675056
"1801","NEW YORK","WESTCHESTER COUNTY",7308,2183257600,10103692
"1802","NEW YORK","WYOMING COUNTY",131,14352300,121590
"1803","NEW YORK","YATES COUNTY",281,53001200,353537
"1804","NORTH CAROLINA","CHEROKEE COUNTY",192,45708000,146850
"1805","NORTH CAROLINA","CLAY COUNTY",124,32054400,76294
"1806","NORTH CAROLINA","FRANKLIN COUNTY",75,17479800,38051
"1807","NORTH CAROLINA","GREENE COUNTY",103,20149900,61346
"1808","NORTH CAROLINA","JACKSON COUNTY",312,74773000,278882
"1809","NORTH CAROLINA","LEE COUNTY",112,29126200,102258
"1810","NORTH CAROLINA","MACON COUNTY",155,40461300,116898
"1811","NORTH CAROLINA","MADISON COUNTY",91,22817800,108835
"1812","NORTH CAROLINA","MONTGOMERY COUNTY",25,5993800,14027
"1813","NORTH CAROLINA","RANDOLPH COUNTY",101,19828500,73256
"1814","NORTH CAROLINA","WASHINGTON COUNTY",92,22477800,79980
"1815","NORTH CAROLINA","GRAHAM COUNTY",49,8421200,38679
"1816","NORTH CAROLINA","LINCOLN COUNTY",101,25884600,50464
"1817","NORTH CAROLINA","POLK COUNTY",71,18161200,51059
"1818","NORTH CAROLINA","UNION COUNTY",468,134994000,234016
"1819","NORTH CAROLINA","ORANGE COUNTY",191,54801500,106220
"1820","NORTH CAROLINA","MARTIN COUNTY",89,17051600,60636
"1821","NORTH CAROLINA","BURKE COUNTY",215,54531500,222295
"1822","NORTH CAROLINA","CAMDEN COUNTY",2299,474237000,1608151
"1823","NORTH CAROLINA","CHATHAM COUNTY",845,247039200,445717
"1824","NORTH CAROLINA","FORSYTH COUNTY",700,179188700,536967
"1825","NORTH CAROLINA","JONES COUNTY",139,34937000,82933
"1826","NORTH CAROLINA","MITCHELL COUNTY",29,7415400,31811
"1827","NORTH CAROLINA","RICHMOND COUNTY",71,12101600,59513
"1828","NORTH CAROLINA","WARREN COUNTY",31,9428700,14202
"1829","NORTH CAROLINA","WAYNE COUNTY",1071,222817600,1027533
"1830","NORTH CAROLINA","WILKES COUNTY",72,20673200,78538
"1831","NORTH CAROLINA","ALEXANDER COUNTY",30,8352000,31185
"1832","NORTH CAROLINA","CUMBERLAND COUNTY",1724,422444700,989382
"1833","NORTH CAROLINA","HENDERSON COUNTY",364,96855000,281321
"1834","NORTH CAROLINA","WILSON COUNTY",557,127322500,466834
"1835","NORTH CAROLINA","CALDWELL COUNTY",188,43055500,229390
"1836","NORTH CAROLINA","ROWAN COUNTY",211,53435300,174063
"1837","NORTH CAROLINA","ROCKINGHAM COUNTY",79,16846900,94780
"1838","NORTH CAROLINA","ALAMANCE COUNTY",357,83156300,342792
"1839","NORTH CAROLINA","ALLEGHANY COUNTY",18,3981300,13656
"1840","NORTH CAROLINA","ANSON COUNTY",6,1785000,2209
"1841","NORTH CAROLINA","ASHE COUNTY",173,41657000,162934
"1842","NORTH CAROLINA","AVERY COUNTY",245,60173000,177881
"1843","NORTH CAROLINA","BEAUFORT",161,33549100,84121
"1844","NORTH CAROLINA","BEAUFORT COUNTY",4197,806030900,3485419
"1845","NORTH CAROLINA","BERTIE COUNTY",226,38156500,160216
"1846","NORTH CAROLINA","BLADEN COUNTY",143,25551400,103203
"1847","NORTH CAROLINA","BRUNSWICK COUNTY",16828,4532594000,19237336
"1848","NORTH CAROLINA","BUNCOMBE COUNTY",1017,289368100,1287403
"1849","NORTH CAROLINA","CABARRUS COUNTY",472,129533100,274343
"1850","NORTH CAROLINA","CARTERET COUNTY",14191,3251982900,10519872
"1851","NORTH CAROLINA","CASWELL COUNTY",2,378000,530
"1852","NORTH CAROLINA","CATAWBA COUNTY",155,37638900,107075
"1853","NORTH CAROLINA","CHOWAN COUNTY",460,121289300,331928
"1854","NORTH CAROLINA","CLEVELAND COUNTY",57,13466200,50898
"1855","NORTH CAROLINA","COLUMBUS COUNTY",436,74360100,309600
"1856","NORTH CAROLINA","CRAVEN COUNTY",4458,1064653300,2856580
"1857","NORTH CAROLINA","CURRITUCK COUNTY",5087,1438126100,4745019
"1858","NORTH CAROLINA","DARE COUNTY",21220,5420002400,15955847
"1859","NORTH CAROLINA","DAVIDSON COUNTY",537,124926200,446541
"1860","NORTH CAROLINA","DAVIE COUNTY",146,41687000,76261
"1861","NORTH CAROLINA","DUPLIN COUNTY",374,93901700,204713
"1862","NORTH CAROLINA","DURHAM COUNTY",2010,460903800,1707964
"1863","NORTH CAROLINA","EDGECOMBE COUNTY",1551,334035500,1258942
"1864","NORTH CAROLINA","GASTON COUNTY",347,81113900,290221
"1865","NORTH CAROLINA","GATES COUNTY",75,18655500,75335
"1866","NORTH CAROLINA","GRANVILLE COUNTY",32,8742000,18537
"1867","NORTH CAROLINA","GUILFORD COUNTY",788,196681600,672082
"1868","NORTH CAROLINA","HALIFAX COUNTY",133,32553700,79616
"1869","NORTH CAROLINA","HARNETT COUNTY",381,90044900,203895
"1870","NORTH CAROLINA","HAYWOOD COUNTY",688,139574100,747384
"1871","NORTH CAROLINA","HERTFORD COUNTY",101,23268300,71200
"1872","NORTH CAROLINA","HOKE COUNTY",129,31684500,51150
"1873","NORTH CAROLINA","HYDE COUNTY",1289,248922600,1221685
"1874","NORTH CAROLINA","IREDELL COUNTY",199,58779600,101520
"1875","NORTH CAROLINA","JOHNSTON COUNTY",484,116911200,337271
"1876","NORTH CAROLINA","LENOIR COUNTY",591,118963600,529665
"1877","NORTH CAROLINA","MCDOWELL COUNTY",89,21776200,69365
"1878","NORTH CAROLINA","MECKLENBURG COUNTY",3477,882794100,2162987
"1879","NORTH CAROLINA","MOORE COUNTY",527,134668300,364125
"1880","NORTH CAROLINA","NASH COUNTY",164,42837800,98243
"1881","NORTH CAROLINA","NEW HANOVER COUNTY",14317,3689873900,11351310
"1882","NORTH CAROLINA","NORTHAMPTON COUNTY",62,10648500,27187
"1883","NORTH CAROLINA","ONSLOW COUNTY",6028,1457942600,6337973
"1884","NORTH CAROLINA","PAMLICO COUNTY",2010,477108300,1254193
"1885","NORTH CAROLINA","PASQUOTANK COUNTY",1247,284518100,717282
"1886","NORTH CAROLINA","PENDER COUNTY",2773,719558700,2642753
"1887","NORTH CAROLINA","PERQUIMANS COUNTY",723,180875800,389131
"1888","NORTH CAROLINA","PERSON COUNTY",27,7287100,22173
"1889","NORTH CAROLINA","PITT COUNTY",1788,405483300,1104479
"1890","NORTH CAROLINA","ROBESON  COUNTY",2,66600,1200
"1891","NORTH CAROLINA","ROBESON COUNTY",1230,185225300,859093
"1892","NORTH CAROLINA","RUTHERFORD COUNTY",124,32241600,108897
"1893","NORTH CAROLINA","SAMPSON COUNTY",103,23085700,74233
"1894","NORTH CAROLINA","SCOTLAND COUNTY",39,9994300,31788
"1895","NORTH CAROLINA","STANLY COUNTY",58,14744500,55594
"1896","NORTH CAROLINA","STOKES COUNTY",21,4843200,11410
"1897","NORTH CAROLINA","SURRY COUNTY",46,14848900,52525
"1898","NORTH CAROLINA","SWAIN COUNTY",98,21664600,121837
"1899","NORTH CAROLINA","TRANSYLVANIA COUNTY",261,69962200,190321
"1900","NORTH CAROLINA","TYRRELL COUNTY",566,89946800,599815
"1901","NORTH CAROLINA","VANCE COUNTY",27,6794100,13804
"1902","NORTH CAROLINA","WAKE COUNTY",2798,778390800,2287646
"1903","NORTH CAROLINA","WATAUGA COUNTY",560,134250300,459315
"1904","NORTH CAROLINA","YADKIN COUNTY",10,2401000,7266
"1905","NORTH CAROLINA","YANCEY COUNTY",118,27163400,111030
"1906","NORTH DAKOTA","GRANT COUNTY",2,50600,737
"1907","NORTH DAKOTA","LOGAN COUNTY",2,490000,731
"1908","NORTH DAKOTA","ADAMS COUNTY",1,140000,316
"1909","NORTH DAKOTA","BURKE COUNTY",2,204000,2469
"1910","NORTH DAKOTA","MCINTOSH COUNTY",1,350000,415
"1911","NORTH DAKOTA","PIERCE COUNTY",1,16000,260
"1912","NORTH DAKOTA","CASS COUNTY",4263,1266182400,2516255
"1913","NORTH DAKOTA","MCHENRY COUNTY",88,26043900,51416
"1914","NORTH DAKOTA","MCLEAN COUNTY",2,560000,776
"1915","NORTH DAKOTA","MERCER COUNTY",99,14512000,108154
"1916","NORTH DAKOTA","RICHLAND COUNTY",80,19571200,54238
"1917","NORTH DAKOTA","STARK COUNTY",105,21027400,144202
