"","state","county","policies","insurance","premium","total_loss","closed_loss","open_loss","cwop_loss","total_pay"
"2327","south dakota","gregory",1,350000,373,2,2,0,0,161998.1
"2328","south dakota","haakon",14,1364800,12323,2,0,0,2,0
"2329","south dakota","hamlin",55,11840500,37965,347,296,0,51,4201270.71
"2330","south dakota","hand",6,1429300,4956,3,3,0,0,76119.01
"2331","south dakota","hanson",6,920400,5633,3,3,0,0,30479.17
"2332","south dakota","hutchinson",12,1486100,8519,9,9,0,0,95129.7
"2333","south dakota","jerauld",1,350000,415,NA,NA,NA,NA,NA
"2334","south dakota","kingsbury",2,430000,1322,33,25,0,8,365002.34
"2335","south dakota","lyman",8,775200,15395,3,3,0,0,117254.4
"2336","south dakota","mccook",20,3138100,19287,11,10,0,1,41755.84
"2337","south dakota","miner",1,350000,373,NA,NA,NA,NA,NA
"2338","south dakota","minnehaha",154,28315500,121000,133,116,0,17,906390.92
"2339","south dakota","moody",21,2982200,24538,58,47,0,11,455781.63
"2340","south dakota","roberts",48,9678900,52834,61,57,0,4,634545.88
"2341","south dakota","sanborn",3,1420000,1998,14,7,0,7,46952.1
"2342","south dakota","spink",33,5987000,29992,69,53,0,16,921479.08
"2343","south dakota","stanley",130,33966700,116801,113,79,0,34,2555207.66
"2344","south dakota","sully",1,350000,415,5,3,0,2,22792.99
"2345","south dakota","yankton",69,15710100,65014,48,28,0,20,353892.39
